reaction_uid,model_reaction_id,reaction_name,model_equation,is_underground_rxn_prefix,crossref_status,metanetx_reaction_id,kegg_reaction_id,bigg_reaction_id,sbo_id,rxndb_direct_match,rxndb_id,rxndb_template_id,rxndb_ec_number,rxndb_similarity,confidence_status,evidence_tier,training_role,usable_as_first_pass_training_label
MODEL_RXN:0002196,r_2817,"lysoPC acyltransferase (1-18:0, 2-18:1), mitochondrial membrane",s_3301 + s_3322 --> s_3306 + s_3321,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002197,r_2818,"lysoPC acyltransferase (1-18:1, 2-16:1), mitochondrial membrane",s_3303 + s_3320 --> s_3302 + s_3321,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002198,r_2819,"lysoPC acyltransferase (1-18:1, 2-18:1), mitochondrial membrane",s_3303 + s_3322 --> s_3307 + s_3321,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002199,r_2820,"phosphatidylinositol 4-kinase (1-16:0, 2-16:1), cell envelope",s_0793 + s_2856 + s_3323 --> s_3324 + s_3325,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002200,r_2821,"phosphatidylinositol 4-kinase (1-16:1, 2-16:1), cell envelope",s_0793 + s_2856 + s_3326 --> s_3324 + s_3327,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002201,r_2822,"phosphatidylinositol 4-kinase (1-18:0, 2-16:1), cell envelope",s_0793 + s_2856 + s_3328 --> s_3324 + s_3329,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002202,r_2823,"phosphatidylinositol 4-kinase (1-18:1, 2-16:1), cell envelope",s_0793 + s_2856 + s_3330 --> s_3324 + s_3331,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002203,r_2824,"phosphatidylinositol 4-kinase (1-16:0, 2-18:1), cell envelope",s_0793 + s_2856 + s_3332 --> s_3324 + s_3333,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002204,r_2825,"phosphatidylinositol 4-kinase (1-16:1, 2-18:1), cell envelope",s_0793 + s_2856 + s_3334 --> s_3324 + s_3335,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002205,r_2826,"phosphatidylinositol 4-kinase (1-18:0, 2-18:1), cell envelope",s_0793 + s_2856 + s_3336 --> s_3324 + s_3337,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002206,r_2827,"phosphatidylinositol 4-kinase (1-18:1, 2-18:1), cell envelope",s_0793 + s_2856 + s_3338 --> s_3324 + s_3339,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002207,r_2828,"phosphatidylinositol 4-kinase (1-16:0, 2-16:1), vacuolar membrane",s_3164 + s_3340 + s_3341 --> s_3342 + s_3343,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002208,r_2829,"phosphatidylinositol 4-kinase (1-16:1, 2-16:1), vacuolar membrane",s_3164 + s_3341 + s_3344 --> s_3342 + s_3345,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002209,r_2830,"phosphatidylinositol 4-kinase (1-18:0, 2-16:1), vacuolar membrane",s_3164 + s_3341 + s_3346 --> s_3342 + s_3347,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002210,r_2831,"phosphatidylinositol 4-kinase (1-18:1, 2-16:1), vacuolar membrane",s_3164 + s_3341 + s_3348 --> s_3342 + s_3349,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002211,r_2832,"phosphatidylinositol 4-kinase (1-16:0, 2-18:1), vacuolar membrane",s_3164 + s_3341 + s_3350 --> s_3342 + s_3351,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002212,r_2833,"phosphatidylinositol 4-kinase (1-16:1, 2-18:1), vacuolar membrane",s_3164 + s_3341 + s_3352 --> s_3342 + s_3353,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002213,r_2834,"phosphatidylinositol 4-kinase (1-18:0, 2-18:1), vacuolar membrane",s_3164 + s_3341 + s_3354 --> s_3342 + s_3355,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002214,r_2835,"phosphatidylinositol 4-kinase (1-18:1, 2-18:1), vacuolar membrane",s_3164 + s_3341 + s_3356 --> s_3342 + s_3357,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002215,r_2836,"phosphatidylinositol 4-kinase (1-16:0, 2-16:1), Golgi membrane",s_3146 + s_3358 + s_3359 --> s_3360 + s_3361,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002216,r_2837,"phosphatidylinositol 4-kinase (1-16:1, 2-16:1), Golgi membrane",s_3146 + s_3359 + s_3362 --> s_3360 + s_3363,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002217,r_2838,"phosphatidylinositol 4-kinase (1-18:0, 2-16:1), Golgi membrane",s_3146 + s_3359 + s_3364 --> s_3360 + s_3365,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002218,r_2839,"phosphatidylinositol 4-kinase (1-18:1, 2-16:1), Golgi membrane",s_3146 + s_3359 + s_3366 --> s_3360 + s_3367,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002219,r_2840,"phosphatidylinositol 4-kinase (1-16:0, 2-18:1), Golgi membrane",s_3146 + s_3359 + s_3368 --> s_3360 + s_3369,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002220,r_2841,"phosphatidylinositol 4-kinase (1-16:1, 2-18:1), Golgi membrane",s_3146 + s_3359 + s_3370 --> s_3360 + s_3371,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002221,r_2842,"phosphatidylinositol 4-kinase (1-18:0, 2-18:1), Golgi membrane",s_3146 + s_3359 + s_3372 --> s_3360 + s_3373,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002222,r_2843,"phosphatidylinositol 4-kinase (1-18:1, 2-18:1), Golgi membrane",s_3146 + s_3359 + s_3374 --> s_3360 + s_3375,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002223,r_2844,"phosphatidylinositol 4-kinase (1-16:0, 2-16:1), nucleus",s_0438 + s_0800 + s_3376 --> s_0398 + s_3377,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002224,r_2845,"phosphatidylinositol 4-kinase (1-16:1, 2-16:1), nucleus",s_0438 + s_0800 + s_3378 --> s_0398 + s_3379,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002225,r_2846,"phosphatidylinositol 4-kinase (1-18:0, 2-16:1), nucleus",s_0438 + s_0800 + s_3380 --> s_0398 + s_3381,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002226,r_2847,"phosphatidylinositol 4-kinase (1-18:1, 2-16:1), nucleus",s_0438 + s_0800 + s_3382 --> s_0398 + s_3383,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002227,r_2848,"phosphatidylinositol 4-kinase (1-16:0, 2-18:1), nucleus",s_0438 + s_0800 + s_3384 --> s_0398 + s_3385,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002228,r_2849,"phosphatidylinositol 4-kinase (1-16:1, 2-18:1), nucleus",s_0438 + s_0800 + s_3386 --> s_0398 + s_3387,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002229,r_2850,"phosphatidylinositol 4-kinase (1-18:0, 2-18:1), nucleus",s_0438 + s_0800 + s_3388 --> s_0398 + s_3389,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002230,r_2851,"phosphatidylinositol 4-kinase (1-18:1, 2-18:1), nucleus",s_0438 + s_0800 + s_3390 --> s_0398 + s_3391,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002231,r_2852,"phosphatidylinositol 3-kinase (1-16:0, 2-16:1), vacuolar membrane",s_3164 + s_3340 + s_3341 --> s_3342 + s_3392,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002232,r_2853,"phosphatidylinositol 3-kinase (1-16:1, 2-16:1), vacuolar membrane",s_3164 + s_3341 + s_3344 --> s_3342 + s_3393,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002233,r_2854,"phosphatidylinositol 3-kinase (1-18:0, 2-16:1), vacuolar membrane",s_3164 + s_3341 + s_3346 --> s_3342 + s_3394,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002234,r_2855,"phosphatidylinositol 3-kinase (1-18:1, 2-16:1), vacuolar membrane",s_3164 + s_3341 + s_3348 --> s_3342 + s_3395,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002235,r_2856,"phosphatidylinositol 3-kinase (1-16:0, 2-18:1), vacuolar membrane",s_3164 + s_3341 + s_3350 --> s_3342 + s_3396,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002236,r_2857,"phosphatidylinositol 3-kinase (1-16:1, 2-18:1), vacuolar membrane",s_3164 + s_3341 + s_3352 --> s_3342 + s_3397,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002237,r_2858,"phosphatidylinositol 3-kinase (1-18:0, 2-18:1), vacuolar membrane",s_3164 + s_3341 + s_3354 --> s_3342 + s_3398,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002238,r_2859,"phosphatidylinositol 3-kinase (1-18:1, 2-18:1), vacuolar membrane",s_3164 + s_3341 + s_3356 --> s_3342 + s_3399,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002239,r_2860,"PI 4-P 5-kinase (1-16:0, 2-16:1), nucleus",s_0438 + s_0800 + s_3377 --> s_0398 + s_3400,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002240,r_2861,"PI 4-P 5-kinase (1-16:1, 2-16:1), nucleus",s_0438 + s_0800 + s_3379 --> s_0398 + s_3401,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002241,r_2862,"PI 4-P 5-kinase (1-18:0, 2-16:1), nucleus",s_0438 + s_0800 + s_3381 --> s_0398 + s_3402,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002242,r_2863,"PI 4-P 5-kinase (1-18:1, 2-16:1), nucleus",s_0438 + s_0800 + s_3383 --> s_0398 + s_3403,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002243,r_2864,"PI 4-P 5-kinase (1-16:0, 2-18:1), nucleus",s_0438 + s_0800 + s_3385 --> s_0398 + s_3404,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002244,r_2865,"PI 4-P 5-kinase (1-16:1, 2-18:1), nucleus",s_0438 + s_0800 + s_3387 --> s_0398 + s_3405,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002245,r_2866,"PI 4-P 5-kinase (1-18:0, 2-18:1), nucleus",s_0438 + s_0800 + s_3389 --> s_0398 + s_3406,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002246,r_2867,"PI 4-P 5-kinase (1-18:1, 2-18:1), nucleus",s_0438 + s_0800 + s_3391 --> s_0398 + s_3407,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002247,r_2868,"PI 4-P 5-kinase (1-16:0, 2-16:1), cell envelope",s_0793 + s_2856 + s_3325 --> s_3324 + s_3408,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002248,r_2869,"PI 4-P 5-kinase (1-16:1, 2-16:1), cell envelope",s_0793 + s_2856 + s_3327 --> s_3324 + s_3409,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002249,r_2870,"PI 4-P 5-kinase (1-18:0, 2-16:1), cell envelope",s_0793 + s_2856 + s_3329 --> s_3324 + s_3410,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002250,r_2871,"PI 4-P 5-kinase (1-18:1, 2-16:1), cell envelope",s_0793 + s_2856 + s_3331 --> s_3324 + s_3411,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002251,r_2872,"PI 4-P 5-kinase (1-16:0, 2-18:1), cell envelope",s_0793 + s_2856 + s_3333 --> s_3324 + s_3412,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002252,r_2873,"PI 4-P 5-kinase (1-16:1, 2-18:1), cell envelope",s_0793 + s_2856 + s_3335 --> s_3324 + s_3413,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002253,r_2874,"PI 4-P 5-kinase (1-18:0, 2-18:1), cell envelope",s_0793 + s_2856 + s_3337 --> s_3324 + s_3414,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002254,r_2875,"PI 4-P 5-kinase (1-18:1, 2-18:1), cell envelope",s_0793 + s_2856 + s_3339 --> s_3324 + s_3415,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002255,r_2876,"PI 3-P 5-kinase (1-16:0, 2-16:1), vacuolar membrane",s_3164 + s_3341 + s_3392 --> s_3342 + s_3416,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002256,r_2877,"PI 3-P 5-kinase (1-16:1, 2-16:1), vacuolar membrane",s_3164 + s_3341 + s_3393 --> s_3342 + s_3417,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002257,r_2878,"PI 3-P 5-kinase (1-18:0, 2-16:1), vacuolar membrane",s_3164 + s_3341 + s_3394 --> s_3342 + s_3418,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002258,r_2879,"PI 3-P 5-kinase (1-18:1, 2-16:1), vacuolar membrane",s_3164 + s_3341 + s_3395 --> s_3342 + s_3419,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002259,r_2880,"PI 3-P 5-kinase (1-16:0, 2-18:1), vacuolar membrane",s_3164 + s_3341 + s_3396 --> s_3342 + s_3420,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002260,r_2881,"PI 3-P 5-kinase (1-16:1, 2-18:1), vacuolar membrane",s_3164 + s_3341 + s_3397 --> s_3342 + s_3421,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002261,r_2882,"PI 3-P 5-kinase (1-18:0, 2-18:1), vacuolar membrane",s_3164 + s_3341 + s_3398 --> s_3342 + s_3422,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002262,r_2883,"PI 3-P 5-kinase (1-18:1, 2-18:1), vacuolar membrane",s_3164 + s_3341 + s_3399 --> s_3342 + s_3423,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002263,r_2884,"PE (1-16:0, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",s_2967 + s_3181 <=> s_3019 + s_3424,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002264,r_2885,"PE (1-16:1, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",s_2967 + s_3185 <=> s_3019 + s_3425,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002265,r_2886,"PE (1-18:0, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",s_2967 + s_3187 <=> s_3019 + s_3426,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002266,r_2887,"PE (1-18:1, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",s_2967 + s_3189 <=> s_3019 + s_3427,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002267,r_2888,"PE (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",s_2967 + s_3191 <=> s_3035 + s_3424,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0002268,r_2889,"PE (1-16:1, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",s_2967 + s_3193 <=> s_3035 + s_3425,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
