reaction_uid,model_reaction_id,reaction_name,model_equation,is_underground_rxn_prefix,crossref_status,metanetx_reaction_id,kegg_reaction_id,bigg_reaction_id,sbo_id,rxndb_direct_match,rxndb_id,rxndb_template_id,rxndb_ec_number,rxndb_similarity,confidence_status,evidence_tier,training_role,usable_as_first_pass_training_label
MODEL_RXN:0007322,rxn873,rxn873,s_0958 + s_1271 + s_1275 --> s_0285 + s_0456 + sn_301,True,no_external_crossref,,,,,True,rxn873,MNXR103602_reverse,,0.75|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007323,rxn874,rxn874,s_0282 + s_0958 + s_1275 --> s_0066 + s_0285 + s_0456,True,no_external_crossref,,,,,True,rxn874,MNXR103602_reverse,,0.75|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007324,rxn875,rxn875,s_0178 + s_0958 + s_1275 --> s_0285 + s_0456 + s_4250,True,no_external_crossref,,,,,True,rxn875,MNXR103602_reverse,,0.75|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007325,rxn876,rxn876,s_0180 + s_0955 + s_1275 --> s_0456 + s_1039 + s_1458,True,no_external_crossref,,,,,True,rxn876,MNXR103602_reverse,,0.72|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007326,rxn877,rxn877,s_0955 + s_1271 + s_1275 --> s_0456 + s_1039 + sn_301,True,no_external_crossref,,,,,True,rxn877,MNXR103602_reverse,,0.72|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007327,rxn878,rxn878,s_0282 + s_0955 + s_1275 --> s_0066 + s_0456 + s_1039,True,no_external_crossref,,,,,True,rxn878,MNXR103602_reverse,,0.7000000000000001|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007328,rxn879,rxn879,s_0178 + s_0955 + s_1275 --> s_0456 + s_1039 + s_4250,True,no_external_crossref,,,,,True,rxn879,MNXR103602_reverse,,0.7000000000000001|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007329,rxn88,rxn88,s_0419 + s_1035 --> s_1266,True,no_external_crossref,,,,,True,rxn88,MNXR144362_reverse,2.6.1.49,0.8|0.5714285714,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007330,rxn880,rxn880,s_0180 + s_1275 + sn_254 --> s_0456 + s_1458 + sn_14,True,no_external_crossref,,,,,True,rxn880,MNXR103602_reverse,,0.7000000000000001|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007331,rxn881,rxn881,s_1271 + s_1275 + sn_254 --> s_0456 + sn_14 + sn_301,True,no_external_crossref,,,,,True,rxn881,MNXR103602_reverse,,0.6862745098|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007332,rxn882,rxn882,s_0282 + s_1275 + sn_254 --> s_0066 + s_0456 + sn_14,True,no_external_crossref,,,,,True,rxn882,MNXR103602_reverse,,0.6862745098|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007333,rxn883,rxn883,s_0178 + s_1275 + sn_254 --> s_0456 + s_4250 + sn_14,True,no_external_crossref,,,,,True,rxn883,MNXR103602_reverse,,0.6862745098|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007334,rxn884,rxn884,s_0529 + sn_375 --> s_0680 + s_2903,True,no_external_crossref,,,,,True,rxn884,MNXR103602_reverse,,0.6862745098|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007335,rxn885,rxn885,s_0529 + sn_59 --> s_4183 + sn_324,True,no_external_crossref,,,,,True,rxn885,MNXR103602_reverse,,0.68|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007336,rxn886,rxn886,s_0529 + sn_184 --> s_0929 + s_4183,True,no_external_crossref,,,,,True,rxn886,MNXR103602_reverse,,0.68|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007337,rxn887,rxn887,s_0529 + sn_96 --> s_0816 + s_3988,True,no_external_crossref,,,,,True,rxn887,MNXR103602_reverse,,0.6666666667000001|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007338,rxn888,rxn888,s_0529 + sn_271 --> s_1479 + s_3988,True,no_external_crossref,,,,,True,rxn888,MNXR103602_reverse,,0.6666666667000001|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007339,rxn889,rxn889,s_0529 + sn_337 --> s_2880 + s_3988,True,no_external_crossref,,,,,True,rxn889,MNXR103602_reverse,,0.6666666667000001|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007340,rxn89,rxn89,s_0803 + s_3961 --> s_0560 + s_0794,True,no_external_crossref,,,,,True,rxn89,MNXR144362_reverse,2.6.1.49,0.8|0.5555555556,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007341,rxn890,rxn890,s_0529 + sn_391 --> s_2878 + s_3988,True,no_external_crossref,,,,,True,rxn890,MNXR103602_reverse,,0.6666666667000001|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007342,rxn891,rxn891,s_0529 + sn_350 --> s_2884 + sn_366,True,no_external_crossref,,,,,True,rxn891,MNXR103602_reverse,,0.6666666667000001|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007343,rxn892,rxn892,s_0529 + sn_268 --> s_2884 + s_4233,True,no_external_crossref,,,,,True,rxn892,MNXR103602_reverse,,0.6666666667000001|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007344,rxn893,rxn893,s_0529 + sn_293 --> s_0185 + s_2884,True,no_external_crossref,,,,,True,rxn893,MNXR103602_reverse,,0.6666666667000001|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007345,rxn894,rxn894,s_0529 + sn_385 --> s_0932 + s_2884,True,no_external_crossref,,,,,True,rxn894,MNXR103602_reverse,,0.6666666667000001|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007346,rxn895,rxn895,s_0803 + s_3953 --> s_0419 + s_0553,True,no_external_crossref,,,,,True,rxn895,MNXR103602_reverse,,0.6585365854|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007347,rxn896,rxn896,s_0794 + s_3510 + s_4077 --> s_0803 + s_3115,True,no_external_crossref,,,,,True,rxn896,MNXR103602_reverse,,0.6585365854|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007348,rxn897,rxn897,s_0794 + s_3502 + s_4077 --> s_0803 + s_3114,True,no_external_crossref,,,,,True,rxn897,MNXR103602_reverse,,0.6585365854|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007349,rxn898,rxn898,s_0794 + s_3497 + s_4077 --> s_0803 + s_3109,True,no_external_crossref,,,,,True,rxn898,MNXR103602_reverse,,0.6585365854|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007350,rxn899,rxn899,s_0410 + s_0897 --> s_1119 + s_1322,True,no_external_crossref,,,,,True,rxn899,MNXR103602_reverse,,0.6585365854|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007351,rxn9,rxn9,s_0794 + s_1203 + s_2899 --> s_1198 + s_2877,True,no_external_crossref,,,,,True,rxn9,MNXR130061_reverse,1.1.1.21,0.9545454545000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007352,rxn90,rxn90,s_0359 + s_0764 + 2 s_0794 --> s_0153,True,no_external_crossref,,,,,True,rxn90,MNXR144362_reverse,2.6.1.49,0.8|0.5333333333,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007353,rxn900,rxn900,s_0410 + s_0909 --> s_1131 + s_1322,True,no_external_crossref,,,,,True,rxn900,MNXR103602_reverse,,0.6585365854|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007354,rxn901,rxn901,s_0410 + s_0894 --> s_1116 + s_1322,True,no_external_crossref,,,,,True,rxn901,MNXR103602_reverse,,0.6585365854|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007355,rxn902,rxn902,s_0410 + s_0906 --> s_1128 + s_1322,True,no_external_crossref,,,,,True,rxn902,MNXR103602_reverse,,0.6585365854|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007356,rxn903,rxn903,s_0794 + s_1029 + s_1212 + s_1275 --> s_0803 + s_1207 + s_3807,True,no_external_crossref,,,,,True,rxn903,MNXR103602_reverse,,0.6585365854|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007357,rxn904,rxn904,s_1322 + sn_381 --> s_0803 + s_3636,True,no_external_crossref,,,,,True,rxn904,MNXR103602_reverse,,0.6585365854|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007358,rxn905,rxn905,s_1322 + sn_175 --> s_0803 + s_3632,True,no_external_crossref,,,,,True,rxn905,MNXR103602_reverse,,0.6585365854|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007359,rxn906,rxn906,s_1322 + sn_97 --> s_0803 + s_3634,True,no_external_crossref,,,,,True,rxn906,MNXR103602_reverse,,0.6585365854|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007360,rxn907,rxn907,s_0427 + s_0794 + s_1399 + s_4173 --> s_0515 + sn_265,True,no_external_crossref,,,,,True,rxn907,MNXR103602_reverse,,0.6585365854|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007361,rxn908,rxn908,s_0427 + s_0794 + s_1399 + s_4038 --> s_0515 + s_4035,True,no_external_crossref,,,,,True,rxn908,MNXR103602_reverse,,0.6585365854|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007362,rxn909,rxn909,s_0180 + s_0427 + s_0794 + s_1399 --> s_0515 + s_4021,True,no_external_crossref,,,,,True,rxn909,MNXR103602_reverse,,0.6585365854|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007363,rxn91,rxn91,s_1012 + s_1234 --> s_0362 + s_0794 + s_0980,True,no_external_crossref,,,,,True,rxn91,MNXR144362_reverse,2.6.1.49,0.8|0.5294117647000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007364,rxn910,rxn910,s_0427 + s_0794 + s_0973 + s_1399 --> s_0515 + s_0969,True,no_external_crossref,,,,,True,rxn910,MNXR103602_reverse,,0.6585365854|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007365,rxn911,rxn911,s_0427 + s_0794 + s_1399 + s_4060 --> s_0515 + s_4057,True,no_external_crossref,,,,,True,rxn911,MNXR103602_reverse,,0.6585365854|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007366,rxn912,rxn912,s_1150 + sn_191 --> s_1029,True,no_external_crossref,,,,,True,rxn912,MNXR119135_reverse,3.1.1.23,1.0|1.0,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007367,rxn913,rxn913,s_1416 + sn_40 --> s_0794 + s_1413 + sn_309,True,no_external_crossref,,,,,True,rxn913,MNXR119135_reverse,3.1.1.23,1.0|0.6000000000000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007368,rxn914,rxn914,s_0803 + s_0978 --> s_0285,True,no_external_crossref,,,,,True,rxn914,MNXR119135_reverse,3.1.1.23,1.0|0.6000000000000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007369,rxn915,rxn915,s_0056 + s_0419 + s_1203 --> s_0803 + s_1016 + s_1198,True,no_external_crossref,,,,,True,rxn915,MNXR119135_reverse,3.1.1.23,1.0|0.5806451613,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007370,rxn916,rxn916,s_0291 + s_0419 + s_1203 --> s_0803 + s_1021 + s_1198,True,no_external_crossref,,,,,True,rxn916,MNXR119135_reverse,3.1.1.23,1.0|0.5806451613,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007371,rxn917,rxn917,s_0232 + s_0419 + s_1203 --> s_0803 + s_1056 + s_1198,True,no_external_crossref,,,,,True,rxn917,MNXR119135_reverse,3.1.1.23,1.0|1.0,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007372,rxn918,rxn918,s_0419 + s_1203 + s_1399 --> s_0803 + s_0955 + s_1198,True,no_external_crossref,,,,,True,rxn918,MNXR119135_reverse,3.1.1.23,1.0|0.6000000000000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007373,rxn919,rxn919,s_0419 + s_0951 + s_1203 --> s_0803 + s_1032 + s_1198,True,no_external_crossref,,,,,True,rxn919,MNXR119135_reverse,3.1.1.23,1.0|0.6000000000000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007374,rxn92,rxn92,s_0434 + s_0441 + s_1183 --> s_0423 + s_0633 + s_0794 + s_3992,True,no_external_crossref,,,,,True,rxn92,MNXR144362_reverse,2.6.1.49,0.8|0.5263157895,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007375,rxn920,rxn920,s_0419 + s_1203 + s_1271 --> s_0803 + s_0973 + s_1198,True,no_external_crossref,,,,,True,rxn920,MNXR119135_reverse,3.1.1.23,1.0|0.5806451613,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007376,rxn921,rxn921,s_0427 + s_0794 + s_0803 + s_1399 --> s_0419 + s_0515,True,no_external_crossref,,,,,True,rxn921,MNXR119135_reverse,3.1.1.23,1.0|0.5806451613,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007377,rxn922,rxn922,sn_408 --> sn_281,True,no_external_crossref,,,,,True,rxn922,MNXR119135_reverse,3.1.1.23,0.9444444444000001|1.0,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007378,rxn923,rxn923,s_0386 + s_0434 --> s_0394 + s_0423 + s_0794,True,no_external_crossref,,,,,True,rxn923,MNXR119135_reverse,3.1.1.23,0.9444444444000001|1.0,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007379,rxn924,rxn924,s_0423 + s_0434 --> s_0390 + s_0394 + s_0794,True,no_external_crossref,,,,,True,rxn924,MNXR119135_reverse,3.1.1.23,0.9444444444000001|1.0,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007380,rxn925,rxn925,s_0794 + sn_325 --> s_0456 + sn_115,True,no_external_crossref,,,,,True,rxn925,MNXR119135_reverse,3.1.1.23,0.9444444444000001|1.0,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007381,rxn926,rxn926,s_0794 + sn_326 --> s_0456 + sn_155,True,no_external_crossref,,,,,True,rxn926,MNXR119135_reverse,3.1.1.23,0.9444444444000001|1.0,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007382,rxn927,rxn927,s_0298 + s_0689 --> s_0423 + s_0687 + 3 s_0794 + s_1469,True,no_external_crossref,,,,,True,rxn927,MNXR119135_reverse,3.1.1.23,0.9444444444000001|0.6000000000000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007383,rxn928,rxn928,s_0201 + s_0689 --> s_0390 + s_0687 + 3 s_0794 + s_1469,True,no_external_crossref,,,,,True,rxn928,MNXR119135_reverse,3.1.1.23,0.9444444444000001|0.6000000000000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007384,rxn929,rxn929,s_0803 + s_3852 --> s_0575 + 2 s_0794 + s_1322,True,no_external_crossref,,,,,True,rxn929,MNXR119135_reverse,3.1.1.23,0.9444444444000001|0.5806451613,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007385,rxn93,rxn93,s_0683 + s_1275 --> s_0417 + s_0837,True,no_external_crossref,,,,,True,rxn93,MNXR144362_reverse,2.6.1.49,0.75|0.5555555556,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007386,rxn930,rxn930,s_0410 + s_0419 --> 3 s_0794 + sn_198 + sn_292,True,no_external_crossref,,,,,True,rxn930,MNXR119135_reverse,3.1.1.23,0.9444444444000001|0.5806451613,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007387,rxn931,rxn931,s_0689 + 2 s_0794 + sn_79 --> s_0687 + s_0836,True,no_external_crossref,,,,,True,rxn931,MNXR119135_reverse,3.1.1.23,0.9444444444000001|1.0,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007388,rxn932,rxn932,s_0764 + sn_348 --> s_0086 + 2 s_0794,True,no_external_crossref,,,,,True,rxn932,MNXR119135_reverse,3.1.1.23,0.9444444444000001|0.6000000000000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007389,rxn933,rxn933,s_0403 + s_0434 + s_0722 --> s_0394 + s_1322 + s_1365,True,no_external_crossref,,,,,True,rxn933,MNXR119135_reverse,3.1.1.23,0.9444444444000001|0.6000000000000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007390,rxn934,rxn934,s_0794 + s_1413 + s_4310 --> s_0545 + s_1416,True,no_external_crossref,,,,,True,rxn934,MNXR119135_reverse,3.1.1.23,0.9444444444000001|0.5806451613,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007391,rxn935,rxn935,s_0794 + s_1413 + s_4311 --> s_1416 + s_1550,True,no_external_crossref,,,,,True,rxn935,MNXR119135_reverse,3.1.1.23,0.9444444444000001|0.5806451613,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007392,rxn936,rxn936,s_0734 + s_0794 + s_0991 --> s_0803 + sn_194,True,no_external_crossref,,,,,True,rxn936,MNXR119135_reverse,3.1.1.23,0.9444444444000001|1.0,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007393,rxn937,rxn937,s_0176 + s_0794 + s_0999 + s_1203 --> s_0953 + s_0991 + s_1198,True,no_external_crossref,,,,,True,rxn937,MNXR119135_reverse,3.1.1.23,0.9444444444000001|0.6000000000000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007394,rxn938,rxn938,s_0794 + s_0999 + s_1203 + s_1271 --> s_0973 + s_0991 + s_1198,True,no_external_crossref,,,,,True,rxn938,MNXR119135_reverse,3.1.1.23,0.9444444444000001|0.6000000000000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007395,rxn939,rxn939,s_0180 + s_0794 + s_0969 + s_1203 --> s_0973 + s_0991 + s_1198,True,no_external_crossref,,,,,True,rxn939,MNXR119135_reverse,3.1.1.23,0.9444444444000001|0.5806451613,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007396,rxn94,rxn94,s_2894 --> s_2930,True,no_external_crossref,,,,,True,rxn94,MNXR144362_reverse,2.6.1.49,0.75|0.5294117647000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007397,rxn940,rxn940,s_0180 + s_0794 + s_1203 + sn_265 --> s_0991 + s_1198 + s_4173,True,no_external_crossref,,,,,True,rxn940,MNXR119135_reverse,3.1.1.23,0.9444444444000001|0.5806451613,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007398,rxn941,rxn941,s_0794 + s_1203 + s_4021 --> s_0991 + s_1198,True,no_external_crossref,,,,,True,rxn941,MNXR119135_reverse,3.1.1.23,0.9444444444000001|1.0,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007399,rxn942,rxn942,s_0180 + s_0794 + s_1203 + s_4035 --> s_0991 + s_1198 + s_4038,True,no_external_crossref,,,,,True,rxn942,MNXR119135_reverse,3.1.1.23,0.9444444444000001|0.6000000000000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007400,rxn943,rxn943,s_0282 + s_0794 + s_0999 + s_1203 --> s_0677 + s_0991 + s_1198,True,no_external_crossref,,,,,True,rxn943,MNXR119135_reverse,3.1.1.23,0.9444444444000001|0.6000000000000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007401,rxn944,rxn944,s_0180 + s_0794 + s_1203 + s_4057 --> s_0991 + s_1198 + s_4060,True,no_external_crossref,,,,,True,rxn944,MNXR119135_reverse,3.1.1.23,0.9444444444000001|0.5806451613,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007402,rxn945,rxn945,s_0176 + s_0794 + s_0969 + s_1203 --> s_0953 + s_0973 + s_1198,True,no_external_crossref,,,,,True,rxn945,MNXR119135_reverse,3.1.1.23,0.9444444444000001|0.5806451613,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007403,rxn946,rxn946,s_0176 + s_0794 + s_1203 + sn_265 --> s_0953 + s_1198 + s_4173,True,no_external_crossref,,,,,True,rxn946,MNXR119135_reverse,3.1.1.23,0.9444444444000001|1.0,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007404,rxn947,rxn947,s_0176 + s_0794 + s_1203 + s_4035 --> s_0953 + s_1198 + s_4038,True,no_external_crossref,,,,,True,rxn947,MNXR119135_reverse,3.1.1.23,0.9444444444000001|0.6000000000000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007405,rxn948,rxn948,s_0176 + s_0794 + s_1203 + s_4057 --> s_0953 + s_1198 + s_4060,True,no_external_crossref,,,,,True,rxn948,MNXR119135_reverse,3.1.1.23,0.9444444444000001|0.6000000000000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007406,rxn949,rxn949,s_0794 + s_0969 + s_1203 + s_1271 --> 2 s_0973 + s_1198,True,no_external_crossref,,,,,True,rxn949,MNXR119135_reverse,3.1.1.23,0.9444444444000001|0.5806451613,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007407,rxn95,rxn95,s_0803 + sn_251 --> s_0837 + sn_25,True,no_external_crossref,,,,,True,rxn95,MNXR144362_reverse,2.6.1.49,0.75|0.5263157895,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007408,rxn950,rxn950,s_0794 + s_1203 + s_1271 + sn_265 --> s_0973 + s_1198 + s_4173,True,no_external_crossref,,,,,True,rxn950,MNXR119135_reverse,3.1.1.23,0.9444444444000001|0.5806451613,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007409,rxn951,rxn951,s_0794 + s_0969 + s_1203 + s_4021 --> s_0973 + s_0999 + s_1198,True,no_external_crossref,,,,,True,rxn951,MNXR116459_reverse,6.3.2;6.3.2.-,0.74|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007410,rxn952,rxn952,s_0794 + s_1203 + s_1271 + s_4035 --> s_0973 + s_1198 + s_4038,True,no_external_crossref,,,,,True,rxn952,MNXR116459_reverse,6.3.2;6.3.2.-,0.7234042553000001|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007411,rxn953,rxn953,s_0282 + s_0794 + s_0969 + s_1203 --> s_0677 + s_0973 + s_1198,True,no_external_crossref,,,,,True,rxn953,MNXR116459_reverse,6.3.2;6.3.2.-,0.72|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007412,rxn954,rxn954,s_0794 + s_1203 + s_1271 + s_4057 --> s_0973 + s_1198 + s_4060,True,no_external_crossref,,,,,True,rxn954,MNXR116459_reverse,6.3.2;6.3.2.-,0.7111111111|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007413,rxn955,rxn955,s_0794 + s_1203 + s_4021 + sn_265 --> s_0999 + s_1198 + s_4173,True,no_external_crossref,,,,,True,rxn955,MNXR116459_reverse,6.3.2;6.3.2.-,0.7021276596|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007414,rxn956,rxn956,s_0282 + s_0794 + s_1203 + sn_265 --> s_0677 + s_1198 + s_4173,True,no_external_crossref,,,,,True,rxn956,MNXR116459_reverse,6.3.2;6.3.2.-,0.7021276596|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007415,rxn957,rxn957,s_0794 + s_1203 + s_4021 + s_4035 --> s_0999 + s_1198 + s_4038,True,no_external_crossref,,,,,True,rxn957,MNXR116459_reverse,6.3.2;6.3.2.-,0.6818181818|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007416,rxn958,rxn958,s_0794 + s_1203 + s_4021 + s_4057 --> s_0999 + s_1198 + s_4060,True,no_external_crossref,,,,,True,rxn958,MNXR116459_reverse,6.3.2;6.3.2.-,0.6808510638|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007417,rxn959,rxn959,s_0282 + s_0794 + s_1203 + s_4035 --> s_0677 + s_1198 + s_4038,True,no_external_crossref,,,,,True,rxn959,MNXR116459_reverse,6.3.2;6.3.2.-,0.6808510638|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007418,rxn96,rxn96,s_0434 + s_0794 + s_1212 + s_3874 --> s_0423 + s_0633 + s_1207 + s_3800,True,no_external_crossref,,,,,True,rxn96,MNXR144362_reverse,2.6.1.49,0.724137931|0.5555555556,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007419,rxn960,rxn960,s_0282 + s_0794 + s_1203 + s_4057 --> s_0677 + s_1198 + s_4060,True,no_external_crossref,,,,,True,rxn960,MNXR116459_reverse,6.3.2;6.3.2.-,0.6779661017|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
