reaction_uid,model_reaction_id,reaction_name,is_underground_rxn_prefix,model_equation,metanetx_reaction_id,kegg_reaction_id,kegg_pathway_ids,bigg_reaction_id,sbo_id,mnx_equation,mnx_reference,mnx_classifs,mnx_is_balanced,mnx_is_transport,crossref_status,notes
MODEL_RXN:0006727,rxn337,rxn337,True,s_0434 + s_0529 + sn_72 --> s_0423 + s_0633 + s_0794 + s_2886,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006728,rxn338,rxn338,True,s_0434 + s_0529 + sn_2 --> s_0423 + s_0633 + s_0794 + s_2887,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006729,rxn339,rxn339,True,s_0434 + s_0529 + sn_153 --> s_0423 + s_0633 + s_0794 + s_2915,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006730,rxn34,rxn34,True,s_0794 + s_1003 + s_1321 --> s_0803 + sn_152,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006731,rxn340,rxn340,True,s_0434 + s_0529 + sn_192 --> s_0051 + s_0423 + s_0633 + s_0794,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006732,rxn341,rxn341,True,s_0434 + s_0529 + sn_74 --> s_0253 + s_0423 + s_0633 + s_0794,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006733,rxn342,rxn342,True,s_0434 + s_0529 + sn_49 --> s_0054 + s_0423 + s_0633 + s_0794,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006734,rxn343,rxn343,True,s_0434 + s_0529 + sn_185 --> s_0257 + s_0423 + s_0633 + s_0794,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006735,rxn344,rxn344,True,s_0434 + s_0529 + sn_103 --> s_0048 + s_0423 + s_0633 + s_0794,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006736,rxn345,rxn345,True,s_0434 + s_0529 + sn_342 --> s_0247 + s_0423 + s_0633 + s_0794,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006737,rxn346,rxn346,True,s_0434 + s_0529 + sn_13 --> s_0042 + s_0423 + s_0633 + s_0794,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006738,rxn347,rxn347,True,s_0434 + s_0529 + sn_325 --> s_0239 + s_0423 + s_0633 + s_0794,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006739,rxn348,rxn348,True,s_0434 + s_0529 + sn_128 --> s_0423 + s_0633 + s_0794 + s_2904,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006740,rxn349,rxn349,True,s_0961 --> s_0152 + s_0803,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006741,rxn35,rxn35,True,s_0803 + s_4232 --> sn_389,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006742,rxn350,rxn350,True,s_0561 --> s_0803 + s_3815,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006743,rxn351,rxn351,True,s_0680 + s_3792 --> s_0359 + s_3791,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006744,rxn352,rxn352,True,s_0794 + s_1035 + s_1212 + s_1275 --> s_0803 + s_1207 + s_4207,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006745,rxn353,rxn353,True,s_0794 + s_1212 + s_1275 + s_4250 --> 2 s_0803 + s_1207 + s_3871,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006746,rxn354,rxn354,True,s_1016 --> sn_63,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006747,rxn355,rxn355,True,s_0352 + s_1025 --> s_0341 + s_0959,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006748,rxn356,rxn356,True,s_0352 + s_1266 --> s_0341 + s_0997,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006749,rxn357,rxn357,True,s_0352 + s_1182 --> s_0145 + s_0341,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006750,rxn358,rxn358,True,s_0794 + s_0825 + s_1212 + s_1275 --> s_0161 + s_0803 + s_1207,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006751,rxn359,rxn359,True,s_1203 + s_1275 + sn_365 --> s_0803 + s_1198 + s_2829,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006752,rxn36,rxn36,True,s_0803 + sn_133 --> s_0794 + s_1449 + s_3479,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006753,rxn360,rxn360,True,s_0825 + s_1203 + s_1275 --> s_0803 + s_1198 + s_1286,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006754,rxn361,rxn361,True,s_1203 + s_1275 + sn_356 --> s_0595 + s_0803 + s_1198,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006755,rxn362,rxn362,True,s_1203 + s_1275 + sn_141 --> s_0803 + s_1198 + s_1248,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006756,rxn363,rxn363,True,s_0722 + s_0794 + s_1487 --> s_0319 + s_0803,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006757,rxn364,rxn364,True,s_1364 --> s_0794 + sn_169,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006758,rxn365,rxn365,True,s_0373 + s_0999 --> s_0529 + s_0794 + sn_265,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006759,rxn366,rxn366,True,s_0419 + sn_198 --> s_0803 + s_3953,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006760,rxn367,rxn367,True,s_0794 + s_1413 + sn_395 --> s_0296 + s_1416,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006761,rxn368,rxn368,True,s_0794 + s_1203 + s_1275 + s_4278 --> s_0803 + s_1198 + sn_231,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006762,rxn369,rxn369,True,s_0419 + s_0794 + s_0959 + s_1203 --> s_0803 + s_1025 + s_1198,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006763,rxn37,rxn37,True,s_0803 + sn_58 --> s_0794 + s_1286 + s_3479,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006764,rxn370,rxn370,True,s_0419 + s_0794 + s_0997 + s_1203 --> s_0803 + s_1198 + s_1266,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006765,rxn371,rxn371,True,s_0145 + s_0419 + s_0794 + s_1203 --> s_0803 + s_1182 + s_1198,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006766,rxn372,rxn372,True,s_0419 + s_0794 + s_1203 + s_1461 --> s_0734 + s_0803 + s_1198,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006767,rxn373,rxn373,True,s_0274 + s_0419 + s_0794 + s_1203 --> s_0803 + s_1198 + s_1389,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006768,rxn374,rxn374,True,s_0419 + s_0794 + s_1203 + s_4184 --> s_0441 + s_0803 + s_1198,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006769,rxn375,rxn375,True,s_0419 + s_0794 + s_1203 + s_3973 --> s_0803 + s_1193 + s_1198,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006770,rxn376,rxn376,True,s_3958 + sn_125 --> s_1322 + s_3897,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006771,rxn377,rxn377,True,s_0341 + s_1461 --> s_0352 + s_0734,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006772,rxn378,rxn378,True,s_0274 + s_0341 --> s_0352 + s_1389,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006773,rxn379,rxn379,True,s_0341 + s_4184 --> s_0352 + s_0441,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006774,rxn38,rxn38,True,s_0794 + s_0803 + sn_409 --> s_0313 + s_0419,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006775,rxn380,rxn380,True,s_0341 + s_3973 --> s_0352 + s_1193,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006776,rxn381,rxn381,True,s_0357 + s_0794 + s_1203 --> s_0803 + s_0843 + s_1198,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006777,rxn382,rxn382,True,s_0794 + s_1203 + sn_240 --> s_0357 + s_0803 + s_1198,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006778,rxn383,rxn383,True,s_0322 + sn_219 --> s_1487 + sn_374,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006779,rxn384,rxn384,True,s_0323 + sn_219 --> s_1486 + sn_374,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006780,rxn385,rxn385,True,s_4294 --> s_0803 + s_2763,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006781,rxn386,rxn386,True,s_0794 + s_0973 --> s_0456 + s_0955,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006782,rxn387,rxn387,True,s_0794 + sn_321 --> s_0456 + sn_281,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006783,rxn388,rxn388,True,s_1275 + s_4123 --> s_0721 + s_0837,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006784,rxn389,rxn389,True,s_0411 + s_1198 --> s_1207 + s_3953,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006785,rxn39,rxn39,True,3 s_0794 + 2 s_1212 + sn_331 --> s_0803 + 2 s_1207 + sn_324,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006786,rxn390,rxn390,True,s_1198 + sn_6 --> s_1207 + s_3954,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006787,rxn391,rxn391,True,s_1198 + sn_125 --> s_0574 + s_1207,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006788,rxn392,rxn392,True,s_1189 + s_1198 --> s_1207 + s_4017,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006789,rxn393,rxn393,True,s_0717 + 3 s_0794 + sn_79 --> s_0714 + s_0836,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006790,rxn394,rxn394,True,s_0725 + sn_249 --> s_0154 + s_1458,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006791,rxn395,rxn395,True,s_1271 + sn_79 --> s_0180 + sn_55,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006792,rxn396,rxn396,True,s_0247 + s_0803 --> s_0529 + s_0794 + sn_342,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006793,rxn397,rxn397,True,s_0689 + sn_79 --> s_0687 + s_0794 + s_0836,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006794,rxn398,rxn398,True,s_1275 + sn_304 --> s_0294 + s_0722 + 2 s_0794,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006795,rxn399,rxn399,True,s_0061 + s_1537 --> s_1269 + s_1535,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006796,rxn4,rxn4,True,s_0803 + sn_307 --> s_0178 + s_0419,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006797,rxn40,rxn40,True,3 s_0794 + 2 s_1212 + sn_277 --> s_0803 + s_0929 + 2 s_1207,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006798,rxn400,rxn400,True,s_0955 + s_1318 --> s_1399 + sn_239,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006799,rxn401,rxn401,True,s_0208 + s_0955 --> s_1399 + s_1526,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006800,rxn402,rxn402,True,s_0803 + sn_161 --> s_0794 + s_1449 + s_3477,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006801,rxn403,rxn403,True,s_0803 + sn_8 --> s_0794 + s_1286 + s_3477,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006802,rxn404,rxn404,True,s_0803 + sn_77 --> s_0794 + s_1161 + s_3477,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006803,rxn405,rxn405,True,s_0803 + sn_62 --> s_0595 + s_0794 + s_3477,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006804,rxn406,rxn406,True,s_0803 + sn_91 --> s_0794 + s_1260 + s_3477,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006805,rxn407,rxn407,True,s_0803 + sn_11 --> s_0794 + s_1293 + s_3477,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006806,rxn408,rxn408,True,s_0803 + sn_60 --> s_0794 + s_1449 + s_3490,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006807,rxn409,rxn409,True,s_0803 + sn_4 --> s_0794 + s_1286 + s_3490,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006808,rxn41,rxn41,True,3 s_0794 + 2 s_1212 + s_1321 --> s_0185 + s_0803 + 2 s_1207,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006809,rxn410,rxn410,True,s_0803 + sn_104 --> s_0794 + s_1161 + s_3490,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006810,rxn411,rxn411,True,s_0803 + sn_26 --> s_0595 + s_0794 + s_3490,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006811,rxn412,rxn412,True,s_0803 + sn_50 --> s_0794 + s_1260 + s_3490,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006812,rxn413,rxn413,True,s_0803 + sn_154 --> s_0794 + s_1293 + s_3490,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006813,rxn414,rxn414,True,s_0794 + s_1039 + s_3477 --> s_0683 + s_3490,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006814,rxn415,rxn415,True,s_0794 + s_1039 + s_1433 --> s_0512 + s_3490,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006815,rxn416,rxn416,True,s_1416 + s_1429 --> s_0211 + s_0794 + s_1029 + s_4005,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006816,rxn417,rxn417,True,s_1412 + s_1429 --> s_0211 + s_0294 + s_0794 + s_4005,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006817,rxn418,rxn418,True,s_0180 + s_3997 --> s_0779 + s_4182,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006818,rxn419,rxn419,True,s_3997 + sn_79 --> s_0779 + s_0836,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006819,rxn42,rxn42,True,3 s_0794 + 2 s_1212 + s_3997 --> s_0803 + 2 s_1207 + sn_330,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006820,rxn420,rxn420,True,s_1271 + s_3997 --> s_0066 + s_0779,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006821,rxn421,rxn421,True,s_3997 + sn_55 --> s_0779 + s_0940,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006822,rxn422,rxn422,True,s_0178 + s_3997 --> s_0779 + sn_203,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006823,rxn423,rxn423,True,s_0180 + s_3864 --> s_3965 + s_4182,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006824,rxn424,rxn424,True,s_3864 + sn_79 --> s_0836 + s_3965,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006825,rxn425,rxn425,True,s_1271 + s_3864 --> s_0066 + s_3965,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006826,rxn426,rxn426,True,s_3864 + sn_55 --> s_0940 + s_3965,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006827,rxn427,rxn427,True,s_0178 + s_3864 --> s_3965 + sn_203,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006828,rxn428,rxn428,True,s_0208 + s_4079 --> s_0178 + s_1526,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006829,rxn429,rxn429,True,s_0208 + s_1032 --> s_0951 + s_1526,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006830,rxn43,rxn43,True,3 s_0794 + 2 s_1212 + sn_203 --> s_0803 + 2 s_1207 + sn_360,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006831,rxn430,rxn430,True,s_0208 + s_0981 --> s_1526 + s_4264,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006832,rxn431,rxn431,True,s_0208 + s_1029 --> s_0294 + s_1526,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006833,rxn432,rxn432,True,s_0208 + s_1021 --> s_0291 + s_1526,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006834,rxn433,rxn433,True,s_0208 + s_1051 --> s_0204 + s_1526,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006835,rxn434,rxn434,True,s_0208 + s_1016 --> s_0056 + s_1526,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006836,rxn435,rxn435,True,s_0953 + s_1318 --> s_0176 + sn_239,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006837,rxn436,rxn436,True,s_0991 + s_1318 --> s_0180 + sn_239,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006838,rxn437,rxn437,True,s_0973 + s_1318 --> s_1271 + sn_239,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006839,rxn438,rxn438,True,s_0677 + s_1318 --> s_0282 + sn_239,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006840,rxn439,rxn439,True,s_1318 + s_4079 --> s_0178 + sn_239,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006841,rxn44,rxn44,True,2 s_0794 + s_1212 + sn_117 --> s_0803 + s_1207 + s_1577,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006842,rxn440,rxn440,True,s_1032 + s_1318 --> s_0951 + sn_239,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006843,rxn441,rxn441,True,s_0981 + s_1318 --> s_4264 + sn_239,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006844,rxn442,rxn442,True,s_1029 + s_1318 --> s_0294 + sn_239,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006845,rxn443,rxn443,True,s_1021 + s_1318 --> s_0291 + sn_239,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006846,rxn444,rxn444,True,s_1051 + s_1318 --> s_0204 + sn_239,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006847,rxn445,rxn445,True,s_1016 + s_1318 --> s_0056 + sn_239,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006848,rxn446,rxn446,True,s_0999 + s_1318 --> s_4021 + sn_239,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006849,rxn447,rxn447,True,s_0953 + s_3967 --> s_0176 + sn_138,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006850,rxn448,rxn448,True,s_0991 + s_3967 --> s_0180 + sn_138,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006851,rxn449,rxn449,True,s_0973 + s_3967 --> s_1271 + sn_138,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006852,rxn45,rxn45,True,s_3852 + sn_258 --> s_0803 + sn_9,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006853,rxn450,rxn450,True,s_0677 + s_3967 --> s_0282 + sn_138,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006854,rxn451,rxn451,True,s_3967 + s_4079 --> s_0178 + sn_138,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006855,rxn452,rxn452,True,s_1032 + s_3967 --> s_0951 + sn_138,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006856,rxn453,rxn453,True,s_0981 + s_3967 --> s_4264 + sn_138,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006857,rxn454,rxn454,True,s_1029 + s_3967 --> s_0294 + sn_138,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006858,rxn455,rxn455,True,s_1021 + s_3967 --> s_0291 + sn_138,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006859,rxn456,rxn456,True,s_0955 + s_3967 --> s_1399 + sn_138,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006860,rxn457,rxn457,True,s_1051 + s_3967 --> s_0204 + sn_138,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006861,rxn458,rxn458,True,s_1016 + s_3967 --> s_0056 + sn_138,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006862,rxn459,rxn459,True,s_0999 + s_3967 --> s_4021 + sn_138,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006863,rxn46,rxn46,True,s_0185 + s_3792 --> s_1318 + s_3791,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006864,rxn460,rxn460,True,s_0558 + s_3948 --> s_0335 + s_0561,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006865,rxn461,rxn461,True,s_0560 + s_3948 --> s_0335 + s_3875,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
