reaction_uid,model_reaction_id,reaction_name,is_underground_rxn_prefix,model_equation,metanetx_reaction_id,kegg_reaction_id,kegg_pathway_ids,bigg_reaction_id,sbo_id,mnx_equation,mnx_reference,mnx_classifs,mnx_is_balanced,mnx_is_transport,crossref_status,notes
MODEL_RXN:0006866,rxn462,rxn462,True,s_0721 + s_0794 + s_1212 --> s_1207 + s_4123,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006867,rxn463,rxn463,True,s_4299 --> s_0419 + sn_190,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006868,rxn464,rxn464,True,s_0991 + s_1025 --> s_0419 + s_1038,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006869,rxn465,rxn465,True,s_0434 + s_0955 + s_0991 --> s_0423 + s_0633 + s_0987,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006870,rxn466,rxn466,True,s_0417 + s_0689 --> s_0683 + s_0687 + s_0794,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006871,rxn467,rxn467,True,s_0794 + s_1203 + s_1275 + s_2763 --> s_0803 + s_1198 + s_4331,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006872,rxn468,rxn468,True,s_0991 + s_4021 --> s_0180 + s_0794 + s_0999,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006873,rxn469,rxn469,True,s_0335 + sn_249 --> s_0154 + s_0574,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006874,rxn47,rxn47,True,s_0929 + s_3792 --> s_0234 + s_3791,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006875,rxn470,rxn470,True,s_0803 + s_0991 + s_2763 --> s_0180 + s_1020,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006876,rxn471,rxn471,True,s_0677 + s_0803 + s_4331 --> s_0222 + s_0282,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006877,rxn472,rxn472,True,s_0677 + s_0803 + s_2763 --> s_0282 + s_1020,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006878,rxn473,rxn473,True,s_0803 + sn_149 --> s_0529 + s_0794 + sn_27,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006879,rxn474,rxn474,True,s_0837 + 2 s_0981 --> 2 s_0803 + s_0984,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006880,rxn475,rxn475,True,s_0208 + s_0794 + s_1212 + s_1389 --> s_0803 + s_1207 + s_1439,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006881,rxn476,rxn476,True,s_0274 + s_0794 + s_1212 + s_1526 --> s_0803 + s_1207 + s_1439,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006882,rxn477,rxn477,True,s_0208 + s_0794 + s_1212 + s_4299 --> s_0803 + s_1207 + s_4300,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006883,rxn478,rxn478,True,s_0794 + s_1212 + s_1389 + sn_111 --> s_0803 + s_1180 + s_1207,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006884,rxn479,rxn479,True,s_0794 + s_1212 + s_1439 + sn_111 --> s_0803 + s_1181 + s_1207,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006885,rxn48,rxn48,True,s_3792 + s_4233 --> s_3791 + s_4232,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006886,rxn480,rxn480,True,s_0208 + s_0794 + s_1193 + s_1212 --> s_0803 + s_1207 + sn_65,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006887,rxn481,rxn481,True,s_0794 + s_1212 + s_1526 + s_3973 --> s_0803 + s_1207 + sn_65,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006888,rxn482,rxn482,True,s_0794 + s_0959 + s_1212 --> s_0803 + s_1207 + sn_313,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006889,rxn483,rxn483,True,s_0558 + s_0586 + s_0794 --> s_0574 + s_0582,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006890,rxn484,rxn484,True,s_0558 + s_0582 + s_0794 --> s_0574 + s_0584,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006891,rxn485,rxn485,True,s_0410 + s_0586 + s_0794 --> s_0582 + sn_125,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006892,rxn486,rxn486,True,s_0574 + s_0586 + s_0794 --> s_0582 + sn_125,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006893,rxn487,rxn487,True,s_0574 + s_0582 + s_0794 --> s_0584 + sn_125,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006894,rxn488,rxn488,True,s_0410 + s_0582 + s_0794 --> s_0584 + sn_125,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006895,rxn489,rxn489,True,s_0410 + s_0434 + s_0794 --> s_0394 + sn_125,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006896,rxn49,rxn49,True,s_0169 + s_3792 --> s_0166 + s_3791,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006897,rxn490,rxn490,True,s_0434 + s_0574 + s_0794 --> s_0394 + sn_125,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006898,rxn491,rxn491,True,s_0394 + s_0574 + s_0794 --> s_0423 + sn_125,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006899,rxn492,rxn492,True,s_0394 + s_0410 + s_0794 --> s_0423 + sn_125,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006900,rxn493,rxn493,True,s_0558 + s_0586 + s_0794 --> s_0410 + s_0582,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006901,rxn494,rxn494,True,s_0558 + s_0582 + s_0794 --> s_0410 + s_0584,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006902,rxn495,rxn495,True,s_0586 + s_0794 + sn_303 --> s_0582 + s_1111,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006903,rxn496,rxn496,True,s_0582 + s_0794 + sn_303 --> s_0584 + s_1111,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006904,rxn497,rxn497,True,s_0586 + s_0794 + s_1520 --> s_0409 + s_0582,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006905,rxn498,rxn498,True,s_0582 + s_0794 + s_1520 --> s_0409 + s_0584,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006906,rxn499,rxn499,True,s_0586 + s_0794 + sn_110 --> s_0582 + s_3768,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006907,rxn5,rxn5,True,s_0803 + sn_321 --> s_0419 + s_1271,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006908,rxn50,rxn50,True,s_3792 + s_4245 --> s_3791 + s_4244,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006909,rxn500,rxn500,True,s_0582 + s_0794 + sn_110 --> s_0584 + s_3768,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006910,rxn501,rxn501,True,s_0434 + s_0794 + sn_110 --> s_0394 + s_3768,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006911,rxn502,rxn502,True,s_0394 + s_0794 + sn_110 --> s_0423 + s_3768,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006912,rxn503,rxn503,True,s_0586 + s_0794 + s_3998 --> s_0582 + sn_28,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006913,rxn504,rxn504,True,s_0582 + s_0794 + s_3998 --> s_0584 + sn_28,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006914,rxn505,rxn505,True,s_0586 + s_0794 + s_3954 --> s_0582 + sn_6,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006915,rxn506,rxn506,True,s_0582 + s_0794 + s_3954 --> s_0584 + sn_6,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006916,rxn507,rxn507,True,s_0434 + s_0794 + s_3954 --> s_0394 + sn_6,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006917,rxn508,rxn508,True,s_0394 + s_0794 + s_3954 --> s_0423 + sn_6,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006918,rxn509,rxn509,True,s_0586 + s_0794 + s_3953 --> s_0412 + s_0582,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006919,rxn51,rxn51,True,s_3792 + s_4217 --> s_3791 + sn_365,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006920,rxn510,rxn510,True,s_0582 + s_0794 + s_3953 --> s_0412 + s_0584,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006921,rxn511,rxn511,True,s_0586 + s_0794 + s_3954 --> s_0582 + s_3948,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006922,rxn512,rxn512,True,s_0582 + s_0794 + s_3954 --> s_0584 + s_3948,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006923,rxn513,rxn513,True,s_0586 + s_0794 + s_3948 --> s_0442 + s_0582,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006924,rxn514,rxn514,True,s_0586 + s_0794 + sn_6 --> s_0442 + s_0582,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006925,rxn515,rxn515,True,s_0582 + s_0794 + s_3948 --> s_0442 + s_0584,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006926,rxn516,rxn516,True,s_0582 + s_0794 + sn_6 --> s_0442 + s_0584,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006927,rxn517,rxn517,True,s_0434 + s_0794 + sn_6 --> s_0394 + s_0442,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006928,rxn518,rxn518,True,s_0394 + s_0794 + sn_6 --> s_0423 + s_0442,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006929,rxn519,rxn519,True,s_0586 + s_0794 + s_3953 --> s_0411 + s_0582,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006930,rxn52,rxn52,True,s_3792 + sn_305 --> s_3791 + sn_23,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006931,rxn520,rxn520,True,s_0582 + s_0794 + s_3953 --> s_0411 + s_0584,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006932,rxn521,rxn521,True,s_0586 + s_0794 + s_4017 --> s_0582 + s_1190,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006933,rxn522,rxn522,True,s_0582 + s_0794 + s_4017 --> s_0584 + s_1190,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006934,rxn523,rxn523,True,s_0423 + s_0803 --> s_0386 + 2 s_0794 + s_1322,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006935,rxn524,rxn524,True,s_0721 + s_3852 --> s_0551 + s_0775,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006936,rxn525,rxn525,True,s_0568 + s_0721 --> s_0775 + s_3852,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006937,rxn526,rxn526,True,2 s_0794 + 2 s_1413 + sn_16 --> 2 s_1416 + sn_78,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006938,rxn527,rxn527,True,s_0794 + s_1449 + sn_368 --> s_0803 + s_3557,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006939,rxn528,rxn528,True,s_0794 + s_1286 + sn_368 --> s_0803 + s_3549,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006940,rxn529,rxn529,True,s_0764 + sn_348 --> s_0086,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006941,rxn53,rxn53,True,s_3792 + s_4239 --> s_3791 + s_4238,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006942,rxn530,rxn530,True,s_0357 + s_3768 --> 2 s_0794 + s_0803 + s_1565,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006943,rxn531,rxn531,True,s_4077 + sn_3 --> s_1322 + sn_82,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006944,rxn532,rxn532,True,s_1238 + sn_52 --> s_1322 + sn_82,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006945,rxn533,rxn533,True,s_1238 + sn_354 --> s_1322 + sn_121,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006946,rxn534,rxn534,True,s_0803 + s_1048 --> s_0419 + s_1399 + sn_348,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006947,rxn535,rxn535,True,s_0794 + s_1203 + s_1421 --> s_1198 + sn_171,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006948,rxn536,rxn536,True,s_0794 + s_1203 + s_1269 --> s_0061 + s_1198,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006949,rxn537,rxn537,True,s_0126 + s_0765 + s_0794 --> s_0079 + s_0803,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006950,rxn538,rxn538,True,s_0794 + s_1322 + s_3958 --> s_0260 + s_0803,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006951,rxn539,rxn539,True,s_0794 + s_1322 + s_3958 --> s_0188 + s_0803,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006952,rxn54,rxn54,True,s_0410 + sn_71 --> s_1105 + s_1322,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006953,rxn540,rxn540,True,s_3792 + s_3997 --> s_0779 + s_3791,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006954,rxn541,rxn541,True,s_0794 + s_1212 + s_1275 + s_4079 --> s_0803 + s_1014 + s_1207,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006955,rxn542,rxn542,True,s_0308 + 3 s_0794 + s_0991 --> s_0803 + s_1486,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006956,rxn543,rxn543,True,s_1416 + sn_219 --> s_1413 + sn_374,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006957,rxn544,rxn544,True,s_1416 + sn_373 --> s_1413 + sn_195,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006958,rxn545,rxn545,True,s_0794 + s_1203 + sn_79 --> s_0834 + s_1198,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006959,rxn546,rxn546,True,s_0335 + s_0561 --> s_0574 + s_3954,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006960,rxn547,rxn547,True,s_0138 + s_0180 + s_1275 --> s_0456 + s_1458 + s_1556,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006961,rxn548,rxn548,True,s_0138 + s_1271 + s_1275 --> s_0456 + s_1556 + sn_301,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006962,rxn549,rxn549,True,s_0138 + s_0282 + s_1275 --> s_0066 + s_0456 + s_1556,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006963,rxn55,rxn55,True,s_0794 + s_1212 + s_1275 + s_2829 --> s_0803 + s_1207 + sn_163,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006964,rxn550,rxn550,True,s_0138 + s_0178 + s_1275 --> s_0456 + s_1556 + s_4250,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006965,rxn551,rxn551,True,s_0180 + s_0610 + s_1275 --> s_0456 + s_0543 + s_1458,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006966,rxn552,rxn552,True,s_0610 + s_1271 + s_1275 --> s_0456 + s_0543 + sn_301,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006967,rxn553,rxn553,True,s_0282 + s_0610 + s_1275 --> s_0066 + s_0456 + s_0543,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006968,rxn554,rxn554,True,s_0178 + s_0610 + s_1275 --> s_0456 + s_0543 + s_4250,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006969,rxn555,rxn555,True,s_0136 + s_0282 + s_1275 --> s_0066 + s_0456 + s_0856,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006970,rxn556,rxn556,True,s_0134 + s_0180 + s_1275 --> s_0456 + s_0790 + s_1458,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006971,rxn557,rxn557,True,s_0134 + s_1271 + s_1275 --> s_0456 + s_0790 + sn_301,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006972,rxn558,rxn558,True,s_0134 + s_0282 + s_1275 --> s_0066 + s_0456 + s_0790,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006973,rxn559,rxn559,True,s_0132 + s_0282 + s_1275 --> s_0066 + s_0386 + s_0456,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006974,rxn56,rxn56,True,s_0515 + s_0969 --> s_0269 + s_0973,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006975,rxn560,rxn560,True,s_0434 + sn_381 --> s_0394 + s_0794 + s_3636,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006976,rxn561,rxn561,True,s_0434 + sn_175 --> s_0394 + s_0794 + s_3632,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006977,rxn562,rxn562,True,s_0434 + s_3988 --> s_0394 + s_0794 + s_3638,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006978,rxn563,rxn563,True,s_0434 + sn_97 --> s_0394 + s_0794 + s_3634,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006979,rxn564,rxn564,True,s_0434 + s_3958 --> s_0260 + s_0394 + s_0794,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006980,rxn565,rxn565,True,s_0434 + s_3510 --> s_0394 + s_0794 + s_2961,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006981,rxn566,rxn566,True,s_0434 + s_3502 --> s_0394 + s_0794 + s_2957,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
MODEL_RXN:0006982,rxn567,rxn567,True,s_0434 + s_3497 --> s_0394 + s_0794 + s_2956,,,,,,,,,,,no_external_crossref,rxn* underground reactions require RXNdb/retrosynthesis mapping
