reaction_uid,model_reaction_id,reaction_name,model_equation,direction,lower_bound,upper_bound,reactant_compound_uids,product_compound_uids,stoichiometry_json,genes,orfs,gpr,enzyme_evidence_rows,enzyme_protein_ids,enzyme_orfs,enzyme_gene_symbols,enzyme_ec_numbers,enzyme_confidence_levels,metanetx_reaction_id,kegg_reaction_id,bigg_reaction_id,sbo_id,external_database_crossrefs_compact,all_crossrefs_compact,rxndb_id,rxndb_template_id,rxndb_ec_number,rxndb_similarity,confidence_status,evidence_tier,training_role,export_group,label_source,usable_as_first_pass_training_label
MODEL_RXN:0002337,r_2958,"PC (1-18:0, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",s_2969 + s_3209 <=> s_3021 + s_3430,reversible,-1000.0,1000.0,MODEL_CMPD:0001463|MODEL_CMPD:0001703,MODEL_CMPD:0001515|MODEL_CMPD:0001924,"{""s_2969"": -1, ""s_3021"": 1, ""s_3209"": -1, ""s_3430"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002338,r_2959,"PC (1-18:1, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",s_2969 + s_3210 <=> s_3021 + s_3431,reversible,-1000.0,1000.0,MODEL_CMPD:0001463|MODEL_CMPD:0001704,MODEL_CMPD:0001515|MODEL_CMPD:0001925,"{""s_2969"": -1, ""s_3021"": 1, ""s_3210"": -1, ""s_3431"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002339,r_2960,"PC (1-16:0, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",s_2969 + s_3211 <=> s_3037 + s_3428,reversible,-1000.0,1000.0,MODEL_CMPD:0001463|MODEL_CMPD:0001705,MODEL_CMPD:0001531|MODEL_CMPD:0001922,"{""s_2969"": -1, ""s_3037"": 1, ""s_3211"": -1, ""s_3428"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002340,r_2961,"PC (1-16:1, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",s_2969 + s_3212 <=> s_3037 + s_3429,reversible,-1000.0,1000.0,MODEL_CMPD:0001463|MODEL_CMPD:0001706,MODEL_CMPD:0001531|MODEL_CMPD:0001923,"{""s_2969"": -1, ""s_3037"": 1, ""s_3212"": -1, ""s_3429"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002341,r_2962,"PC (1-18:0, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",s_2969 + s_3213 <=> s_3037 + s_3430,reversible,-1000.0,1000.0,MODEL_CMPD:0001463|MODEL_CMPD:0001707,MODEL_CMPD:0001531|MODEL_CMPD:0001924,"{""s_2969"": -1, ""s_3037"": 1, ""s_3213"": -1, ""s_3430"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002342,r_2963,"PC (1-18:1, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",s_2969 + s_3214 <=> s_3037 + s_3431,reversible,-1000.0,1000.0,MODEL_CMPD:0001463|MODEL_CMPD:0001708,MODEL_CMPD:0001531|MODEL_CMPD:0001925,"{""s_2969"": -1, ""s_3037"": 1, ""s_3214"": -1, ""s_3431"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002343,r_2964,"PC (1-16:0, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",s_2971 + s_3207 <=> s_3023 + s_3428,reversible,-1000.0,1000.0,MODEL_CMPD:0001465|MODEL_CMPD:0001701,MODEL_CMPD:0001517|MODEL_CMPD:0001922,"{""s_2971"": -1, ""s_3023"": 1, ""s_3207"": -1, ""s_3428"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002344,r_2965,"PC (1-16:1, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",s_2971 + s_3208 <=> s_3023 + s_3429,reversible,-1000.0,1000.0,MODEL_CMPD:0001465|MODEL_CMPD:0001702,MODEL_CMPD:0001517|MODEL_CMPD:0001923,"{""s_2971"": -1, ""s_3023"": 1, ""s_3208"": -1, ""s_3429"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002345,r_2966,"PC (1-18:0, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",s_2971 + s_3209 <=> s_3023 + s_3430,reversible,-1000.0,1000.0,MODEL_CMPD:0001465|MODEL_CMPD:0001703,MODEL_CMPD:0001517|MODEL_CMPD:0001924,"{""s_2971"": -1, ""s_3023"": 1, ""s_3209"": -1, ""s_3430"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002346,r_2967,"PC (1-18:1, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",s_2971 + s_3210 <=> s_3023 + s_3431,reversible,-1000.0,1000.0,MODEL_CMPD:0001465|MODEL_CMPD:0001704,MODEL_CMPD:0001517|MODEL_CMPD:0001925,"{""s_2971"": -1, ""s_3023"": 1, ""s_3210"": -1, ""s_3431"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002347,r_2968,"PC (1-16:0, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",s_2971 + s_3211 <=> s_3039 + s_3428,reversible,-1000.0,1000.0,MODEL_CMPD:0001465|MODEL_CMPD:0001705,MODEL_CMPD:0001533|MODEL_CMPD:0001922,"{""s_2971"": -1, ""s_3039"": 1, ""s_3211"": -1, ""s_3428"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002348,r_2969,"PC (1-16:1, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",s_2971 + s_3212 <=> s_3039 + s_3429,reversible,-1000.0,1000.0,MODEL_CMPD:0001465|MODEL_CMPD:0001706,MODEL_CMPD:0001533|MODEL_CMPD:0001923,"{""s_2971"": -1, ""s_3039"": 1, ""s_3212"": -1, ""s_3429"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002349,r_2970,"PC (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",s_2971 + s_3213 <=> s_3039 + s_3430,reversible,-1000.0,1000.0,MODEL_CMPD:0001465|MODEL_CMPD:0001707,MODEL_CMPD:0001533|MODEL_CMPD:0001924,"{""s_2971"": -1, ""s_3039"": 1, ""s_3213"": -1, ""s_3430"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002350,r_2971,"PC (1-18:1, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",s_2971 + s_3214 <=> s_3039 + s_3431,reversible,-1000.0,1000.0,MODEL_CMPD:0001465|MODEL_CMPD:0001708,MODEL_CMPD:0001533|MODEL_CMPD:0001925,"{""s_2971"": -1, ""s_3039"": 1, ""s_3214"": -1, ""s_3431"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002351,r_2972,"PC (1-16:0, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",s_2973 + s_3207 <=> s_3025 + s_3428,reversible,-1000.0,1000.0,MODEL_CMPD:0001467|MODEL_CMPD:0001701,MODEL_CMPD:0001519|MODEL_CMPD:0001922,"{""s_2973"": -1, ""s_3025"": 1, ""s_3207"": -1, ""s_3428"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002352,r_2973,"PC (1-16:1, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",s_2973 + s_3208 <=> s_3025 + s_3429,reversible,-1000.0,1000.0,MODEL_CMPD:0001467|MODEL_CMPD:0001702,MODEL_CMPD:0001519|MODEL_CMPD:0001923,"{""s_2973"": -1, ""s_3025"": 1, ""s_3208"": -1, ""s_3429"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002353,r_2974,"PC (1-18:0, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",s_2973 + s_3209 <=> s_3025 + s_3430,reversible,-1000.0,1000.0,MODEL_CMPD:0001467|MODEL_CMPD:0001703,MODEL_CMPD:0001519|MODEL_CMPD:0001924,"{""s_2973"": -1, ""s_3025"": 1, ""s_3209"": -1, ""s_3430"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002354,r_2975,"PC (1-18:1, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",s_2973 + s_3210 <=> s_3025 + s_3431,reversible,-1000.0,1000.0,MODEL_CMPD:0001467|MODEL_CMPD:0001704,MODEL_CMPD:0001519|MODEL_CMPD:0001925,"{""s_2973"": -1, ""s_3025"": 1, ""s_3210"": -1, ""s_3431"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002355,r_2976,"PC (1-16:0, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",s_2973 + s_3211 <=> s_3041 + s_3428,reversible,-1000.0,1000.0,MODEL_CMPD:0001467|MODEL_CMPD:0001705,MODEL_CMPD:0001535|MODEL_CMPD:0001922,"{""s_2973"": -1, ""s_3041"": 1, ""s_3211"": -1, ""s_3428"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002356,r_2977,"PC (1-16:1, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",s_2973 + s_3212 <=> s_3041 + s_3429,reversible,-1000.0,1000.0,MODEL_CMPD:0001467|MODEL_CMPD:0001706,MODEL_CMPD:0001535|MODEL_CMPD:0001923,"{""s_2973"": -1, ""s_3041"": 1, ""s_3212"": -1, ""s_3429"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002357,r_2978,"PC (1-18:0, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",s_2973 + s_3213 <=> s_3041 + s_3430,reversible,-1000.0,1000.0,MODEL_CMPD:0001467|MODEL_CMPD:0001707,MODEL_CMPD:0001535|MODEL_CMPD:0001924,"{""s_2973"": -1, ""s_3041"": 1, ""s_3213"": -1, ""s_3430"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002358,r_2979,"PC (1-18:1, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",s_2973 + s_3214 <=> s_3041 + s_3431,reversible,-1000.0,1000.0,MODEL_CMPD:0001467|MODEL_CMPD:0001708,MODEL_CMPD:0001535|MODEL_CMPD:0001925,"{""s_2973"": -1, ""s_3041"": 1, ""s_3214"": -1, ""s_3431"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002359,r_2980,"PC (1-16:0, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",s_2968 + s_3207 <=> s_3020 + s_3428,reversible,-1000.0,1000.0,MODEL_CMPD:0001462|MODEL_CMPD:0001701,MODEL_CMPD:0001514|MODEL_CMPD:0001922,"{""s_2968"": -1, ""s_3020"": 1, ""s_3207"": -1, ""s_3428"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002360,r_2981,"PC (1-16:1, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",s_2968 + s_3208 <=> s_3020 + s_3429,reversible,-1000.0,1000.0,MODEL_CMPD:0001462|MODEL_CMPD:0001702,MODEL_CMPD:0001514|MODEL_CMPD:0001923,"{""s_2968"": -1, ""s_3020"": 1, ""s_3208"": -1, ""s_3429"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002361,r_2982,"PC (1-18:0, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",s_2968 + s_3209 <=> s_3020 + s_3430,reversible,-1000.0,1000.0,MODEL_CMPD:0001462|MODEL_CMPD:0001703,MODEL_CMPD:0001514|MODEL_CMPD:0001924,"{""s_2968"": -1, ""s_3020"": 1, ""s_3209"": -1, ""s_3430"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002362,r_2983,"PC (1-18:1, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",s_2968 + s_3210 <=> s_3020 + s_3431,reversible,-1000.0,1000.0,MODEL_CMPD:0001462|MODEL_CMPD:0001704,MODEL_CMPD:0001514|MODEL_CMPD:0001925,"{""s_2968"": -1, ""s_3020"": 1, ""s_3210"": -1, ""s_3431"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002363,r_2984,"PC (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",s_2968 + s_3211 <=> s_3036 + s_3428,reversible,-1000.0,1000.0,MODEL_CMPD:0001462|MODEL_CMPD:0001705,MODEL_CMPD:0001530|MODEL_CMPD:0001922,"{""s_2968"": -1, ""s_3036"": 1, ""s_3211"": -1, ""s_3428"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002364,r_2985,"PC (1-16:1, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",s_2968 + s_3212 <=> s_3036 + s_3429,reversible,-1000.0,1000.0,MODEL_CMPD:0001462|MODEL_CMPD:0001706,MODEL_CMPD:0001530|MODEL_CMPD:0001923,"{""s_2968"": -1, ""s_3036"": 1, ""s_3212"": -1, ""s_3429"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002365,r_2986,"PC (1-18:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",s_2968 + s_3213 <=> s_3036 + s_3430,reversible,-1000.0,1000.0,MODEL_CMPD:0001462|MODEL_CMPD:0001707,MODEL_CMPD:0001530|MODEL_CMPD:0001924,"{""s_2968"": -1, ""s_3036"": 1, ""s_3213"": -1, ""s_3430"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002366,r_2987,"PC (1-18:1, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",s_2968 + s_3214 <=> s_3036 + s_3431,reversible,-1000.0,1000.0,MODEL_CMPD:0001462|MODEL_CMPD:0001708,MODEL_CMPD:0001530|MODEL_CMPD:0001925,"{""s_2968"": -1, ""s_3036"": 1, ""s_3214"": -1, ""s_3431"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002367,r_2988,"PC (1-16:0, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",s_2970 + s_3207 <=> s_3022 + s_3428,reversible,-1000.0,1000.0,MODEL_CMPD:0001464|MODEL_CMPD:0001701,MODEL_CMPD:0001516|MODEL_CMPD:0001922,"{""s_2970"": -1, ""s_3022"": 1, ""s_3207"": -1, ""s_3428"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002368,r_2989,"PC (1-16:1, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",s_2970 + s_3208 <=> s_3022 + s_3429,reversible,-1000.0,1000.0,MODEL_CMPD:0001464|MODEL_CMPD:0001702,MODEL_CMPD:0001516|MODEL_CMPD:0001923,"{""s_2970"": -1, ""s_3022"": 1, ""s_3208"": -1, ""s_3429"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002369,r_2990,"PC (1-18:0, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",s_2970 + s_3209 <=> s_3022 + s_3430,reversible,-1000.0,1000.0,MODEL_CMPD:0001464|MODEL_CMPD:0001703,MODEL_CMPD:0001516|MODEL_CMPD:0001924,"{""s_2970"": -1, ""s_3022"": 1, ""s_3209"": -1, ""s_3430"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002370,r_2991,"PC (1-18:1, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",s_2970 + s_3210 <=> s_3022 + s_3431,reversible,-1000.0,1000.0,MODEL_CMPD:0001464|MODEL_CMPD:0001704,MODEL_CMPD:0001516|MODEL_CMPD:0001925,"{""s_2970"": -1, ""s_3022"": 1, ""s_3210"": -1, ""s_3431"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002371,r_2992,"PC (1-16:0, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",s_2970 + s_3211 <=> s_3038 + s_3428,reversible,-1000.0,1000.0,MODEL_CMPD:0001464|MODEL_CMPD:0001705,MODEL_CMPD:0001532|MODEL_CMPD:0001922,"{""s_2970"": -1, ""s_3038"": 1, ""s_3211"": -1, ""s_3428"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002372,r_2993,"PC (1-16:1, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",s_2970 + s_3212 <=> s_3038 + s_3429,reversible,-1000.0,1000.0,MODEL_CMPD:0001464|MODEL_CMPD:0001706,MODEL_CMPD:0001532|MODEL_CMPD:0001923,"{""s_2970"": -1, ""s_3038"": 1, ""s_3212"": -1, ""s_3429"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002373,r_2994,"PC (1-18:0, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",s_2970 + s_3213 <=> s_3038 + s_3430,reversible,-1000.0,1000.0,MODEL_CMPD:0001464|MODEL_CMPD:0001707,MODEL_CMPD:0001532|MODEL_CMPD:0001924,"{""s_2970"": -1, ""s_3038"": 1, ""s_3213"": -1, ""s_3430"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002374,r_2995,"PC (1-18:1, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",s_2970 + s_3214 <=> s_3038 + s_3431,reversible,-1000.0,1000.0,MODEL_CMPD:0001464|MODEL_CMPD:0001708,MODEL_CMPD:0001532|MODEL_CMPD:0001925,"{""s_2970"": -1, ""s_3038"": 1, ""s_3214"": -1, ""s_3431"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002375,r_2996,"PC (1-16:0, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",s_2972 + s_3207 <=> s_3024 + s_3428,reversible,-1000.0,1000.0,MODEL_CMPD:0001466|MODEL_CMPD:0001701,MODEL_CMPD:0001518|MODEL_CMPD:0001922,"{""s_2972"": -1, ""s_3024"": 1, ""s_3207"": -1, ""s_3428"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002376,r_2997,"PC (1-16:1, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",s_2972 + s_3208 <=> s_3024 + s_3429,reversible,-1000.0,1000.0,MODEL_CMPD:0001466|MODEL_CMPD:0001702,MODEL_CMPD:0001518|MODEL_CMPD:0001923,"{""s_2972"": -1, ""s_3024"": 1, ""s_3208"": -1, ""s_3429"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002377,r_2998,"PC (1-18:0, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",s_2972 + s_3209 <=> s_3024 + s_3430,reversible,-1000.0,1000.0,MODEL_CMPD:0001466|MODEL_CMPD:0001703,MODEL_CMPD:0001518|MODEL_CMPD:0001924,"{""s_2972"": -1, ""s_3024"": 1, ""s_3209"": -1, ""s_3430"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0002378,r_2999,"PC (1-18:1, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",s_2972 + s_3210 <=> s_3024 + s_3431,reversible,-1000.0,1000.0,MODEL_CMPD:0001466|MODEL_CMPD:0001704,MODEL_CMPD:0001518|MODEL_CMPD:0001925,"{""s_2972"": -1, ""s_3024"": 1, ""s_3210"": -1, ""s_3431"": 1}",LRO1,YNR008W,YNR008W,1,P40345,YNR008W,LRO1,2.3.1.158,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
