model_reaction_id,reaction_name,mass_balance_status,charge_balance_status,missing_formula_status,structure_parse_status,external_mapping_status,manual_review_status,missing_formula_metabolites,unparsable_formula_metabolites
r_0301,"citrate synthase, peroxisomal",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0302,citrate to cis-aconitate(3-),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0303,"citrate to cis-aconitate(3-), cytoplasmic",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0304,coproporphyrinogen oxidase (O2 required),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0306,CTP synthase (glutamine),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0307,CTP synthase (NH3),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0308,cystathionine b-lyase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0309,cystathionine beta-synthase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0310,cystathionine g-lyase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0311,cystathionine gamma-synthase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0312,cysteine synthase,balanced,unbalanced,absent,not_applicable,not_required,required,,
r_0313,cysteinyl-tRNA synthetase,unbalanced,balanced,absent,failed,not_required,required,,s_0542|s_1589
r_0314,cytidine deaminase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0315,cytidine kinase (GTP),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0317,cytochrome P450 lanosterol 14-alpha-demethylase (NADP),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0318,cytosine deaminase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0319,"D-arabinono-1,4-lactone oxidase",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0320,D-arabinose 1-dehydrogenase (NAD),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0321,D-arabinose 1-dehydrogenase (NADP),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0322,D-fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0323,D-sorbitol dehydrogenase (D-fructose producing),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0326,dCMP deaminase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0327,dCTP deaminase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0328,deoxyadenosine deaminase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0329,deoxycytidine deaminase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0330,deoxyguanylate kinase (dGMP:ATP),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0331,"deoxyhypusine synthase, cytosolic/mitochondrial",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0332,deoxyribokinase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0334,dephospho-CoA kinase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0335,dethiobiotin synthase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0340,dihydroceramidase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0341,dihydroceramidase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0342,dihydroceramidase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0343,dihydroceramidase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0344,dihydrofolate reductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0345,dihydrofolate reductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0346,dihydrofolate synthase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0347,dihydroneopterin aldolase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0348,dihydroneopterin monophosphate dephosphorylase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0349,dihydroorotase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0350,dihydropteroate synthase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0351,dihydropteroate synthase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0352,"dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0353,"dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0354,dihydroxyacetone kinase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0355,dimethylallyltranstransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0356,diphosphoglyceromutase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0357,"diphosphoinositol-1,3,4,6-tetrakisphosphate diphosphohydrolase",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0358,"diphosphoinositol-1,3,4,6-tetrakisphosphate synthase",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0359,diphthine synthase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0360,dolichol kinase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0361,dolichyl-phosphate D-mannosyltransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0362,dolichyl-phosphate-mannose--protein mannosyltransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0363,dTMP kinase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0364,dUTP diphosphatase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0365,endopolygalacturonase,balanced,unbalanced,absent,not_applicable,not_required,required,,
r_0366,enolase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0368,ethanolamine kinase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0369,ethyl acetate-hydrolyzing esterase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0370,"exo-1,3-beta-glucan glucohydrase",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0373,farnesyltranstransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0399,fatty-acid--CoA ligase (decanoate),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0400,fatty-acid--CoA ligase (dodecanoate),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0402,fatty-acid--CoA ligase (hexadecanoate),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0410,fatty-acid--CoA ligase (octanoate),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0412,fatty-acid--CoA ligase (tetradecanoate),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0436,ferrochelatase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0437,ferrocytochrome-c:hydrogen-peroxide oxidoreductase,unbalanced,balanced,absent,failed,not_required,required,,s_0709|s_0710
r_0438,ferrocytochrome-c:oxygen oxidoreductase,unbalanced,unbalanced,absent,failed,not_required,required,,s_0709|s_0710
r_0439,ubiquinol:ferricytochrome c reductase,unbalanced,unbalanced,absent,failed,not_required,required,,s_0709|s_0710
r_0440,FMN adenylyltransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0441,FMN reductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0442,FMN reductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0443,formaldehyde dehydrogenase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0445,formate dehydrogenase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0446,formate-tetrahydrofolate ligase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0447,formate-tetrahydrofolate ligase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0448,"fructose-2,6-bisphosphate 2-phosphatase",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0449,fructose-bisphosphatase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0450,fructose-bisphosphate aldolase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0451,fumarase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0452,"fumarase, cytoplasmic",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0453,dihydoorotic acid dehydrogenase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0454,fumarate reductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0455,soluble fumarate reductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0457,g-glutamyltransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0458,galactokinase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0459,galactose-1-phosphate uridylyltransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0460,gamma-glutamylcysteine synthetase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0461,geranylgeranyltranstransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0462,geranyltranstransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0463,"glucan 1,4-alpha-glucosidase",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0464,"glucan 1,4-alpha-glucosidase, vacuole",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0465,glucosamine-6-phosphate deaminase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0466,glucose 6-phosphate dehydrogenase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0467,glucose-6-phosphate isomerase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0468,glutamate 5-kinase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0469,glutamate decarboxylase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0470,glutamate dehydrogenase (NAD),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0471,glutamate dehydrogenase (NADP),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0472,glutamate synthase (NADH2),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0473,glutamate-5-semialdehyde dehydrogenase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0475,glutaminase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0476,glutamine synthetase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0477,glutamine-fructose-6-phosphate transaminase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0478,glutaminyl-tRNA synthetase,unbalanced,balanced,absent,failed,not_required,required,,s_0747|s_1590
r_0479,glutamyl-tRNA synthetase,unbalanced,balanced,absent,failed,not_required,required,,s_0748|s_1591
r_0480,glutamyl-tRNA synthetase,unbalanced,balanced,absent,failed,not_required,required,,s_0749|s_1592
r_0481,glutathione oxidoreductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0482,glutathione oxidoreductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0483,glutathione peridoxase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0484,"glutathione peroxidase, mitochondria",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0485,glutathione synthetase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0486,glyceraldehyde-3-phosphate dehydrogenase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0487,glycerol dehydrogenase (NADP-dependent),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0488,glycerol kinase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0489,glycerol-3-phosphatase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0490,glycerol-3-phosphate dehydrogenase (fad),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0491,glycerol-3-phosphate dehydrogenase (NAD),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0492,glycerol-3-phosphate dehydrogenase (NAD),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0497,glycerophosphodiester phosphodiesterase (glycerophosphocholine),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0499,glycinamide ribotide transformylase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0500,glycine C-acetyltransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0501,glycine cleavage system,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0502,glycine hydroxymethyltransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0503,glycine hydroxymethyltransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0504,glycine-cleavage complex (lipoamide),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0505,glycine-cleavage complex (lipoamide),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0506,glycine-cleavage complex (lipoylprotein),unbalanced,balanced,absent,failed,not_required,required,,s_1098|s_1410
r_0507,glycine-cleavage complex (lipoylprotein),unbalanced,balanced,absent,failed,not_required,required,,s_0628|s_1410
r_0508,glycine-cleavage complex (lipoylprotein),unbalanced,balanced,absent,failed,not_required,required,,s_0628|s_1098
r_0509,glycine-cleavage system (lipoamide),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0510,glycogen (starch) synthase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0511,glycogen phosphorylase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0512,glycyl-tRNA synthetase,unbalanced,balanced,absent,failed,not_required,required,,s_0757|s_1593
r_0514,GMP synthase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0518,"GPI-anchor assembly, step 2",unbalanced,balanced,absent,failed,not_required,required,,s_0329|s_0331
r_0519,"GPI-anchor assembly, step 5",unbalanced,balanced,present,not_applicable,pending,required,s_0330|s_0334,
r_0520,"GPI-anchor assembly, step 6",unbalanced,balanced,present,not_applicable,pending,required,s_0334|s_0337,
r_0521,"GPI-anchor assembly, step 7",unbalanced,balanced,present,not_applicable,pending,required,s_0337|s_0339,
r_0522,"GPI-anchor assembly, step 8",unbalanced,balanced,present,not_applicable,pending,required,s_0338|s_0339,
r_0523,"GPI-anchor assembly, step 9",unbalanced,unbalanced,present,not_applicable,pending,required,s_0338,
r_0524,GTP cyclohydrolase I,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0525,GTP cyclohydrolase II,balanced,balanced,absent,not_applicable,not_required,not_required,,
