model_reaction_id,reaction_name,mass_balance_status,charge_balance_status,missing_formula_status,structure_parse_status,external_mapping_status,manual_review_status,missing_formula_metabolites,unparsable_formula_metabolites
r_4236,(R)-lactate hydro-lyase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4237,Calcium-transporting ATPase 2 (EC 3.6.3.8) (Vacuolar Ca(2+)-ATPase),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4238,Calcium-transporting ATPase 2 (EC 3.6.3.8) (Golgi Ca(2+)-ATPase),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4239,L-arginyl-tRNA(Arg):protein arginyltransferase,unbalanced,balanced,absent,failed,not_required,required,,s_0428|s_1583|s_3884|s_3885
r_4240,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3 (Oligosaccharyl transferase subunit STT3) (EC 2.4.99.18),unbalanced,balanced,absent,failed,not_required,required,,s_3886|s_3887|s_3888|s_3889
r_4241,Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106) (Processing A-glucosidase I) (Glucosidase I),unbalanced,balanced,absent,failed,not_required,required,,s_3771|s_3889
r_4242,"Initiation-specific alpha-1,6-mannosyltransferase (EC 2.4.1.232) (Outer chain elongation protein 1)",unbalanced,balanced,absent,failed,not_required,required,,s_3891|s_3893
r_4243,"Alpha-1,3/1,6-mannosyltransferase ALG2 (EC 2.4.1.132) (EC 2.4.1.257) (Asparagine-linked glycosylation protein 2) (GDP-Man:Man(1)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase) (GDP-Man:Man(1)GlcNAc(2)-PP-dolichol mannosyltransferase) (GDP-Man:Man(2)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase)",unbalanced,balanced,absent,failed,not_required,required,,s_3894|s_3895
r_4244,GDP-D-mannose:D-Man-alpha-(1->3)-D-Man-beta-(1->4)-D-GlcNAc-beta-(1->4)-D-GlcNAc-diphosphodolichol alpha-6-mannosyltransferase,unbalanced,balanced,absent,failed,not_required,required,,s_3895|s_3896
r_4245,2-O-(6-phospho-alpha-D-mannosyl)-D-glycerate 6-phosphomannohydrolase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4246,Alpha-mannosidase (EC 3.2.1.24) (Alpha-D-mannoside mannohydrolase),unbalanced,balanced,absent,failed,not_required,required,,s_3900|s_3902
r_4247,"ATP:L-threonyl,bicarbonate adenylyltransferase",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4248,D-serine ammonia-lyase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4249,O3-acetyl-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase; O3-acetyl-L-serine acetate-lyase (adding hydrogen sulfide),balanced,unbalanced,absent,not_applicable,not_required,required,,
r_4250,Dolichyl-diphosphate phosphohydrolase,unbalanced,balanced,absent,failed,not_required,required,,s_3888
r_4251,CTP:phosphatidate cytidyltransferase,unbalanced,balanced,absent,failed,not_required,required,,s_3907|s_3908
r_4252,Thiamine thiazole synthase (Thiazole biosynthetic enzyme),unbalanced,unbalanced,present,not_applicable,pending,required,s_3909,
r_4253,"dolichyl beta-D-glucosyl phosphate:D-Glc-alpha-(1->3)-D-Glc-alpha-(1->3)-D-Man-alpha-(1->2)-D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->6)]-D-Man-alpha-(1->6)]-D-Man-beta-(1->4)-D-GlcNAc-beta-(1->4)-D-GlcNAc-diphosphodolichol alpha-1,2-glucosyltransferase",unbalanced,balanced,absent,failed,not_required,required,,s_3887|s_3911|s_3912
r_4254,"nitric oxide, NADH2:oxygen oxidoreductase",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4255,"nitric oxide, NADPH2:oxygen oxidoreductase",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4256,Putative lipoate-protein ligase A (EC 6.3.1.20) (Altered inheritance rate of mitochondria protein 22),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4258,[lipoyl-carrier protein]-L-lysine:lipoate ligase (AMP-forming),unbalanced,balanced,absent,failed,not_required,required,,s_3917|s_3918
r_4260,Deaminated glutathione amidase (dGSH amidase) (EC 3.5.1.-) (Nitrilase homolog 1),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4261,Deaminated glutathione amidase (dGSH amidase) (EC 3.5.1.-) (Nitrilase homolog 1),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4262,citrate hydroxymutase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4263,Anion/proton exchange transporter GEF1 (CLC protein GEF1) (ClC-A) (ClC-Y1) (Voltage-gated chloride channel) [Cleaved into: GEF1 N-terminal; GEF1 C-terminal],balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4264,succinate:NAD+ oxidoreductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4265,nucleoside-triphosphate diphosphohydrolase,unbalanced,balanced,absent,failed,not_required,required,,s_3927|s_3928
r_4266,Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.9) (Hydroxylaminopurine sensitivity protein 1) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4267,2'-Deoxyguanosine 5'-triphosphate diphosphohydrolase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4268,dTTP diphosphohydrolase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4269,Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.9) (Hydroxylaminopurine sensitivity protein 1) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase),unbalanced,balanced,absent,failed,not_required,required,,s_3929|s_3930
r_4270,superoxide:superoxide oxidoreductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4271,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase (EC 3.2.1.113) (ER alpha-1,2-mannosidase) (Man(9)-alpha-mannosidase)",unbalanced,balanced,absent,failed,not_required,required,,s_3774
r_4272,"alpha 1,2-mannosyloligosaccharide alpha-D-mannohydrolase",unbalanced,balanced,absent,failed,not_required,required,,s_3774|s_3891
r_4273,ethylnitronate:oxygen 2-oxidoreductase (nitrite-forming),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4274,O-Succinyl-L-homoserine succinate-lyase (deaminating; 2-oxobutanoate-forming),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4275,Fe(II):NADP+ oxidoreductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4276,Fe(II):NADP+ oxidoreductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4277,acyl-CoA:sn-glycerol-3-phosphate 1-O-acyltransferase,unbalanced,balanced,absent,failed,not_required,required,,s_3937|s_3938|s_3939
r_4278,diphthine:ammonia ligase (AMP-forming),unbalanced,balanced,absent,failed,not_required,required,,s_3940|s_3941
r_4279,8-oxo-dGTP diphosphohydrolase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4280,octanoyl-[acp]:protein N6-octanoyltransferase,unbalanced,balanced,present,failed,pending,required,s_1845,s_1254|s_3944|s_3945
r_4281,lipoyl-[acp]:protein N6-lipoyltransferase,unbalanced,balanced,present,failed,pending,required,s_1845,s_3944|s_3946|s_3947
r_4282,ATP:D-fructose-6-phosphate 2-phosphotransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4283,ATP:D-fructose 6-phosphotransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4284,ATP:beta-D-glucose 6-phosphotransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4285,ATP:alpha-D-glucose 6-phosphotransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4286,ATP:D-glucosamine 6-phosphotransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4287,ATP:D-fructose 6-phosphotransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4288,alpha-D-Glucose 6-phosphate ketol-isomerase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4291,D-Glyceraldehyde:NAD+ oxidoreductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4292,4-Aminobutyraldehyde:NAD+ oxidoreductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4293,4-aminobutanal:NAD+ 1-oxidoreductase; 4-aminobutyraldehyde:NAD+ oxidoreductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4294,Indole-3-acetaldehyde:NAD+ oxidoreductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4295,2-Propyn-1-al:NAD+ oxidoreductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4296,D-Glucuronolactone:NAD+ oxidoreductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4297,4-Trimethylammoniobutanal:NAD+ 1-oxidoreductase; 4-Trimethylammoniobutanal:NAD+ oxidoreductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4298,(S)-Methylmalonate semialdehyde:NAD+ oxidoreductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4299,Imidazole acetaldehyde:NAD+ oxidoreductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4300,"3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al:NAD+ oxidoreductase",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4301,5-Hydroxyindoleacetaldehyde:NAD+ oxidoreductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4302,N4-Acetylaminobutanal:NAD+ oxidoreductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4303,Fatty aldehyde dehydrogenase HFD1 (EC 1.2.1.3),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4304,Fatty aldehyde dehydrogenase HFD1 (EC 1.2.1.3),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4305,Chloroacetaldehyde:NAD+ oxidoreductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4306,Aldehyde:NAD+ oxidoreductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4307,farnesal:NAD+ oxidoreductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4308,Probable phospholipid-transporting ATPase DNF3 (EC 3.6.3.1) (Aminophospholipid translocase) (APT) (Phospholipid translocase) (PLT),unbalanced,balanced,absent,failed,not_required,required,,s_3985|s_3986
r_4309,Putative esterase YMR210W (EC 3.1.1.-),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4310,"GDP-mannose:glycolipid 1,2-alpha-D-mannosyltransferase",unbalanced,balanced,absent,failed,not_required,required,,s_3896|s_3989
r_4311,"GDP-mannose:glycolipid 1,2-alpha-D-mannosyltransferase",unbalanced,balanced,absent,failed,not_required,required,,s_3989|s_3990
r_4312,S-adenosyl-L-methionine:carnosine N-methyltransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4313,"Alpha-1,2-mannosyltransferase ALG9 (EC 2.4.1.259) (EC 2.4.1.261) (Asparagine-linked glycosylation protein 9) (Dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase) (Dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase)",unbalanced,balanced,absent,failed,not_required,required,,s_3993|s_3994
r_4314,"Alpha-1,2-mannosyltransferase ALG9 (EC 2.4.1.259) (EC 2.4.1.261) (Asparagine-linked glycosylation protein 9) (Dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase) (Dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase)",unbalanced,balanced,absent,failed,not_required,required,,s_3995|s_3996
r_4315,Glycolate:NAD+ oxidoreductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4316,"Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase (EC 2.4.1.260) (Asparagine-linked glycosylation protein 12) (Dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichyl-alpha-1,6-mannosyltransferase) (Extracellular mutant protein 39) (Mannosyltransferase ALG12)",unbalanced,balanced,absent,failed,not_required,required,,s_3994|s_3995
r_4317,sucrose glucohydrolase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4318,Isomaltose 6-alpha-D-glucanohydrolase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4319,Dextrin 6-alpha-D-glucanohydrolase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4320,"dolichyl beta-D-glucosyl phosphate:D-Man-alpha-(1->2)-D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->6)]-D-Man-alpha-(1->6)]-D-Man-beta-(1->4)-D-GlcNAc-beta-(1->4)-D-GlcNAc-diphosphodolichol alpha-1,3-glucosyltransferase",unbalanced,unbalanced,absent,failed,not_required,required,,s_3911|s_3996|s_4001
r_4321,"dolichyl beta-D-glucosyl phosphate:D-Glc-alpha-(1->3)-D-Man-alpha-(1->2)-D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->6)]-D-Man-alpha-(1->6)]-D-Man-beta-(1->4)-D-GlcNAc-beta-(1->4)-D-GlcNAc-diphosphodolichol alpha-1,3-glucosyltransferase",unbalanced,unbalanced,absent,failed,not_required,required,,s_3911|s_3912|s_4001
r_4322,GPI mannosyltransferase 4 (EC 2.4.1.-) (GPI mannosyltransferase IV) (GPI-MT-IV),unbalanced,unbalanced,present,not_applicable,pending,required,s_4002|s_4003,
r_4323,protein N6-(octanoyl)lysine:sulfur sulfurtransferase,unbalanced,unbalanced,present,failed,pending,required,s_4004,s_3945|s_3947
r_4324,octanoyl-[acp]:sulfur sulfurtransferase,unbalanced,unbalanced,present,failed,pending,required,s_4004,s_1254|s_3946
r_4325,"Iron sulfur cluster assembly protein 2, mitochondrial (Iron sulfur cluster scaffold protein 2)",unbalanced,balanced,present,not_applicable,pending,required,s_4006|s_4007|s_4008,
r_4326,thiosulfate:cyanide sulfurtranserase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4327,"Magnesium transporter MRS2, mitochondrial (RNA-splicing protein MRS2)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4328,UDPglucose:dolichyl-phosphate beta-D-glucosyltransferase,unbalanced,balanced,absent,failed,not_required,required,,s_3911
r_4329,Putative sulfate transporter YPR003C,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4330,Pyridoxine:NADP+ 4-oxidoreductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4331,"[1,4-(N-Acetyl-beta-D-glucosaminyl)]n glycanohydrolase",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4332,Protein PNS1 (pH nine-sensitive protein 1),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4333,Polyphosphate phosphohydrolase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4334,Copper-transporting ATPase (EC 3.6.3.54) (Cu(2+)-ATPase),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4335,Endopolyphosphatase (EC 3.6.1.10) (Deoxyadenosine triphosphate phosphohydrolase) (dATP phosphohydrolase) (EC 3.6.1.-) (Exopolyphosphatase) (EC 3.6.1.11) (Phosphate metabolism protein 5),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4336,Monoamide of a dicarboxylic acid amidohydrolase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4337,"Iron-sulfur clusters transporter ATM1, mitochondrial",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4338,"Oligo-1,6-glucosidase IMA2 (EC 3.2.1.10) (Alpha-glucosidase) (Isomaltase 2)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4339,UDP-N-acetylglucosamine transporter YEA4,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4340,D-amino-acid N-acetyltransferase HPA3 (DNT) (EC 2.3.1.36) (EC 2.3.1.48) (Histone and other protein acetyltransferase 3),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4341,glycerol 2-phosphate(2-) transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4342,Glycerol-2-phosphate phosphohydrolase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4343,L-Threonine phosphate transport in via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4344,acid phosphatase / phosphotransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4345,alkaline phosphatase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4346,Guanosine transport via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4347,Guanosine 3'-phosphate phosphohydrolase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4348,Guanosine transport via proton symport(for 3'-GMP),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4349,2-Phosphoglycolate transport in/out via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4350,2-phosphoglycolate phosphohydrolase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4351,alkaline phosphatase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4352,cysteamine S-phosphate transport via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4353,Cysteamine:oxygen oxidoreductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4354,hypotaurine:NAD+ oxidoreductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4355,2-aminobutanoate:2-oxoglutarate aminotransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4356,2-aminobutyrate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4357,alkaline phosphatase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4358,Uridine 2'-phosphate transport in via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4359,Uridine 3'-monophosphate phosphohydrolase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4360,3'-UMP transport in via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4361,Gly-Met transport via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4362,dipeptidase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4363,R07420,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4364,N-phosphocreatine transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4365,creatinine transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4366,ATP:L-arginine Nomega-phosphotransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4367,L-arginine phosphate transport in/out via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4368,acid phosphatase / phosphotransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4369,Tripolyphosphate transport in via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4370,alkaline phosphatase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4371,Cytidine- 2'- Monophosphate transport in via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4372,cyclic phosphodiesterase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4373,"2',3'-Cyclic UMP transport in via proton symport",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4374,3-Sulfino-L-alanine 4-carboxy-lyase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4375,3-Sulfino-L-alanine transport via proton antiport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4376,adenosine 3'-phosphate phosphohydrolase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4377,3AMP transport via diffusion (extracellular to periplasm),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4378,alpha-glucosidase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4379,Palatinose transport in via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4380,Amino-Acid N-Acetyltransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4381,Acetylcysteine transport via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4382,thiosulfate:ferricytochrome-c oxidoreductase,unbalanced,balanced,absent,failed,not_required,required,,s_0709|s_0710
r_4383,etrathionate transport via diffusion,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4384,D-Gluconate:NADP+ 5-oxidoreductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4385,5-Dehydro-D-gluconate transport via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4386,dipeptidase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4387,ala-L-asp-L transport via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4388,cyclic phosphodiesterase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4389,"2',3'-Cyclic CMP transport in via proton symport",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4390,beta-glucosidase (methyl-alpha-D-glucoside),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4391,Methanol diffusion,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4392,alpha-Methyl-D-glucoside transport via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4393,ATP:D-tagatose 6-phosphotransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4394,D-tagatose 6-phosphate 4-epimerase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4395,D-tagatose uptake via diffusion,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4396,Acetoacetate:CoA ligase (AMP-forming),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4397,N-Acyl-Aliphatic-L-Amino Acid Amidohydrolase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4398,Ala-Gln transport via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4399,L-alanyl-L-glutamate transport in via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4400,Maltodextrin glucosidase (maltotriose),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4401,Ala-Thr transport via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4402,Ala-Thr transport via proton symport (extracellular to cytosol),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4403,Triphosphate phosphohydrolase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4404,Gly-Asn transport via proton symport (extracellular to cytosol),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4405,glycerol 1-phosphate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4406,D-O-Phosphoserine transport in/out via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4407,D-O-Phosphoserine phosphohydrolase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4408,L-alanyl-L-glutamate transport in via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4409,L-alanyl-gamma-L-glutamate peptidase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4410,3-oxalomalate glyoxylate-lyase (oxaloacetate-forming),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4411,L-cysteate bisulfite-lyase (deaminating),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4412,cyclic phosphodiesterase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4413,deoxynucleotide 3'-phosphatase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4414,cytosol nonspecific dipeptidase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4415,Cytosol non-specific dipeptidase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4416,Cytosol non-specific dipeptidase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4417,Cytosol non-specific dipeptidase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4418,Cytosol non-specific dipeptidase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4419,L-Cysteate transport via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4420,alpha-glucosidase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4421,2-Hydroxyethanesulfonate transport via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4422,3-Oxalomalate transport via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4423,Gly-Met transport via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4424,Gly-Gln transport via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4425,Gly-Gln transport via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4426,Ala-Gln transport via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4427,N-Acetylmethionine transport via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4428,Phosphotyrosine transport via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4429,Ala-His transport via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4430,Ala-His transport via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4431,ala-L-asp-L transport via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4432,FMNH2-dependent alkanesulfonate monooxygenase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4433,thymidine 3-monophosphate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4434,thymidine 5-monophosphate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4435,glycerol-1-phosphate phosphohydrolase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4436,nucleotide-specific phosphatase (thymidine 5'-monophosphate),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4437,Gly-Glu transport via proton symport (extracellular to cytosol),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4438,Gly-Glu transport via proton symport (cytosol to vacuole),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4439,cytosol nonspecific dipeptidase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4440,"L-methionine transport, vacuoluar",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4441,"L-threonine transport, vacuoluar",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4442,cysteamine exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4443,23cGMP transport via diffusion (extracellular to periplasm),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4444,D-Glycerate 2-phosphate transport in/out via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4445,3-Phospho-D-glycerate transport in/out via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4446,D-glucose 1-phosphate transport via diffusion,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4447,carbamoyl phosphate nuclear transport via diffusion,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4448,Met-Ala transport via proton symport (extracellular to cytosol),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4449,Met-Ala transport via proton symport (cytosol to vacuole),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4450,O-Phospho-L-serine transport in via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4451,GMP transport via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4452,myo-inositol phosphate transport via diffusion (extracellular to periplasm),balanced,balanced,absent,not_applicable,not_required,not_required,,
